date,measure,horizon,value
1959-02-01,Headline PCE,1m,1.1935012481337104
1959-03-01,Headline PCE,1m,0.7934367713414714
1959-04-01,Headline PCE,1m,2.3960536357569895
1959-05-01,Headline PCE,1m,0.6326173513098388
1959-06-01,Headline PCE,1m,3.5231678210162043
1959-07-01,Headline PCE,1m,2.5437541900702687
1959-08-01,Headline PCE,1m,1.7388581940533943
1959-09-01,Headline PCE,1m,3.177494334424824
1959-10-01,Headline PCE,1m,2.9282653214264265
1959-11-01,Headline PCE,1m,0.7819078336338103
1959-12-01,Headline PCE,1m,1.4105431227972698
1960-01-01,Headline PCE,1m,-0.6976941336512388
1960-02-01,Headline PCE,1m,1.2521849876063973
1960-03-01,Headline PCE,1m,0.7018655484214653
1960-04-01,Headline PCE,1m,4.438451657577169
1960-05-01,Headline PCE,1m,1.245604969649805
1960-06-01,Headline PCE,1m,0.5426518676649783
1960-07-01,Headline PCE,1m,2.1858490527820296
1960-08-01,Headline PCE,1m,2.024591320361946
1960-09-01,Headline PCE,1m,0.695447820189643
1960-10-01,Headline PCE,1m,1.3945157719695178
1960-11-01,Headline PCE,1m,4.152346391154782
1960-12-01,Headline PCE,1m,0.23014213993206578
1961-01-01,Headline PCE,1m,0.23009801057740642
1961-02-01,Headline PCE,1m,1.0777418129154226
1961-03-01,Headline PCE,1m,-0.686648931275391
1961-04-01,Headline PCE,1m,-0.6870420603104277
1961-05-01,Headline PCE,1m,0.6917949828134207
1961-06-01,Headline PCE,1m,0.5373751706543306
1961-07-01,Headline PCE,1m,2.6338081444088557
1961-08-01,Headline PCE,1m,0.9974661717281563
1961-09-01,Headline PCE,1m,1.3823782883010338
1961-10-01,Headline PCE,1m,-0.07620256817361115
1961-11-01,Headline PCE,1m,0.0762606807710231
1961-12-01,Headline PCE,1m,0.30534327621889457
1962-01-01,Headline PCE,1m,2.3104054832941534
1962-02-01,Headline PCE,1m,3.241922551222176
1962-03-01,Headline PCE,1m,1.6048060619339166
1962-04-01,Headline PCE,1m,1.372278632588264
1962-05-01,Headline PCE,1m,0.759393934246444
1962-06-01,Headline PCE,1m,0.7589136744853509
1962-07-01,Headline PCE,1m,-0.6781125019409306
1962-08-01,Headline PCE,1m,1.7532829766601532
1962-09-01,Headline PCE,1m,6.0517694077002915
1962-10-01,Headline PCE,1m,-1.1957259424789757
1962-11-01,Headline PCE,1m,0.8305757403883174
1962-12-01,Headline PCE,1m,-0.4500836345970982
1963-01-01,Headline PCE,1m,2.9724412004954903
1963-02-01,Headline PCE,1m,1.2827191496831203
1963-03-01,Headline PCE,1m,-0.9698099522926218
1963-04-01,Headline PCE,1m,-0.07496954013475055
1963-05-01,Headline PCE,1m,1.9675228734014283
1963-06-01,Headline PCE,1m,2.6524512313768067
1963-07-01,Headline PCE,1m,2.417259382024528
1963-08-01,Headline PCE,1m,1.652855499024608
1963-09-01,Headline PCE,1m,-0.22316576354523
1963-10-01,Headline PCE,1m,2.3334280387056205
1963-11-01,Headline PCE,1m,1.7231809429043787
1963-12-01,Headline PCE,1m,1.796135583117886
1964-01-01,Headline PCE,1m,2.549386558035782
1964-02-01,Headline PCE,1m,1.7145105943959793
1964-03-01,Headline PCE,1m,0.7411033633374364
1964-04-01,Headline PCE,1m,0.8893771945499784
1964-05-01,Headline PCE,1m,0.1476196068100899
1964-06-01,Headline PCE,1m,1.709519535890247
1964-07-01,Headline PCE,1m,1.5575917396882577
1964-08-01,Headline PCE,1m,0.8862026478076102
1964-09-01,Headline PCE,1m,1.853000732859389
1964-10-01,Headline PCE,1m,0.7363285485577631
1964-11-01,Headline PCE,1m,1.6999381302987393
1964-12-01,Headline PCE,1m,1.7719349196104073
1965-01-01,Headline PCE,1m,1.324321800233963
1965-02-01,Headline PCE,1m,0.5125534237170548
1965-03-01,Headline PCE,1m,1.54422934123144
1965-04-01,Headline PCE,1m,1.9126449482075536
1965-05-01,Headline PCE,1m,2.727525921328744
1965-06-01,Headline PCE,1m,3.5433812538145038
1965-07-01,Headline PCE,1m,0.8727217958412137
1965-08-01,Headline PCE,1m,0.2899249013000649
1965-09-01,Headline PCE,1m,0.5804797017822105
1965-10-01,Headline PCE,1m,0.3622637582244792
1965-11-01,Headline PCE,1m,2.04360139097548
1965-12-01,Headline PCE,1m,4.418377101126647
1966-01-01,Headline PCE,1m,1.4481135880191287
1966-02-01,Headline PCE,1m,5.071388498284057
1966-03-01,Headline PCE,1m,2.9732241419552663
1966-04-01,Headline PCE,1m,4.219107425345747
1966-05-01,Headline PCE,1m,1.5039558244614781
1966-06-01,Headline PCE,1m,3.024802866370857
1966-07-01,Headline PCE,1m,2.3637182725356087
1966-08-01,Headline PCE,1m,4.695270438875299
1966-09-01,Headline PCE,1m,3.8716530426452955
1966-10-01,Headline PCE,1m,3.2066678814728133
1966-11-01,Headline PCE,1m,1.7653357496458355
1966-12-01,Headline PCE,1m,2.5473351392121035
1967-01-01,Headline PCE,1m,0.06982224138745163
1967-02-01,Headline PCE,1m,1.4048826746754894
1967-03-01,Headline PCE,1m,0.6292402320893897
1967-04-01,Headline PCE,1m,2.039490940657296
1967-05-01,Headline PCE,1m,2.3198252186045654
1967-06-01,Headline PCE,1m,3.8861059453944913
1967-07-01,Headline PCE,1m,4.160572652587957
1967-08-01,Headline PCE,1m,3.788810274821719
1967-09-01,Headline PCE,1m,3.7057721540533217
1967-10-01,Headline PCE,1m,3.411240301887264
1967-11-01,Headline PCE,1m,4.0377600523409996
1967-12-01,Headline PCE,1m,1.924560653685914
1968-01-01,Headline PCE,1m,5.723082502847565
1968-02-01,Headline PCE,1m,4.985724141580183
1968-03-01,Headline PCE,1m,3.982320065688949
1968-04-01,Headline PCE,1m,3.82991309568419
1968-05-01,Headline PCE,1m,4.513362315445613
1968-06-01,Headline PCE,1m,3.941728863226346
1968-07-01,Headline PCE,1m,3.7221901594091333
1968-08-01,Headline PCE,1m,5.021601830834999
1968-09-01,Headline PCE,1m,4.243114820406868
1968-10-01,Headline PCE,1m,5.396843506096438
1968-11-01,Headline PCE,1m,4.141271159411608
1968-12-01,Headline PCE,1m,2.51129864749684
1969-01-01,Headline PCE,1m,4.796975243463808
1969-02-01,Headline PCE,1m,3.0956824512750947
1969-03-01,Headline PCE,1m,5.784139306665925
1969-04-01,Headline PCE,1m,5.417518945173327
1969-05-01,Headline PCE,1m,4.9225844885132375
1969-06-01,Headline PCE,1m,5.976440587481058
1969-07-01,Headline PCE,1m,5.411324937651529
1969-08-01,Headline PCE,1m,3.3446431493213025
1969-09-01,Headline PCE,1m,5.107096164766323
1969-10-01,Headline PCE,1m,4.1673043789946185
1969-11-01,Headline PCE,1m,5.3305416619985335
1969-12-01,Headline PCE,1m,5.634767741541591
1970-01-01,Headline PCE,1m,4.373678397448089
1970-02-01,Headline PCE,1m,4.8741532370429
1970-03-01,Headline PCE,1m,3.0013428554532817
1970-04-01,Headline PCE,1m,6.264675131385555
1970-05-01,Headline PCE,1m,3.8624604292649467
1970-06-01,Headline PCE,1m,3.1572309921877206
1970-07-01,Headline PCE,1m,4.471788649533104
1970-08-01,Headline PCE,1m,3.1997331265776863
1970-09-01,Headline PCE,1m,5.518453752775732
1970-10-01,Headline PCE,1m,6.127392103407359
1970-11-01,Headline PCE,1m,4.837917929349422
1970-12-01,Headline PCE,1m,5.443373926114314
1971-01-01,Headline PCE,1m,2.585352981090594
1971-02-01,Headline PCE,1m,3.555190121922891
1971-03-01,Headline PCE,1m,4.034092845628634
1971-04-01,Headline PCE,1m,4.817647554071547
1971-05-01,Headline PCE,1m,5.1051810689960675
1971-06-01,Headline PCE,1m,5.451197315083012
1971-07-01,Headline PCE,1m,3.668599573789244
1971-08-01,Headline PCE,1m,3.5375496336255807
1971-09-01,Headline PCE,1m,1.8083664607571937
1971-10-01,Headline PCE,1m,1.864386560556297
1971-11-01,Headline PCE,1m,2.5086833973308797
1971-12-01,Headline PCE,1m,4.823568207383722
1972-01-01,Headline PCE,1m,5.043938378931023
1972-02-01,Headline PCE,1m,4.843792882410769
1972-03-01,Headline PCE,1m,1.7197308753516882
1972-04-01,Headline PCE,1m,1.8327101139942181
1972-05-01,Headline PCE,1m,2.6982105148720237
1972-06-01,Headline PCE,1m,1.8258261710595303
1972-07-01,Headline PCE,1m,4.379512645238726
1972-08-01,Headline PCE,1m,3.5468860815018433
1972-09-01,Headline PCE,1m,5.524086766726399
1972-10-01,Headline PCE,1m,1.3494948159128883
1972-11-01,Headline PCE,1m,3.6316749310233654
1972-12-01,Headline PCE,1m,3.9085868180400274
1973-01-01,Headline PCE,1m,3.666305275046877
1973-02-01,Headline PCE,1m,6.491066457762029
1973-03-01,Headline PCE,1m,8.869991886294425
1973-04-01,Headline PCE,1m,9.278118720737538
1973-05-01,Headline PCE,1m,6.074148489415809
1973-06-01,Headline PCE,1m,7.0731997339214425
1973-07-01,Headline PCE,1m,4.434106354630973
1973-08-01,Headline PCE,1m,14.76140838422586
1973-09-01,Headline PCE,1m,4.8621834199432
1973-10-01,Headline PCE,1m,7.007005850645576
1973-11-01,Headline PCE,1m,10.298408853459495
1973-12-01,Headline PCE,1m,10.324433621242823
1974-01-01,Headline PCE,1m,12.109250879611144
1974-02-01,Headline PCE,1m,14.908994480156235
1974-03-01,Headline PCE,1m,14.840761283046543
1974-04-01,Headline PCE,1m,8.811237067149813
1974-05-01,Headline PCE,1m,12.493229633154645
1974-06-01,Headline PCE,1m,10.685404361253003
1974-07-01,Headline PCE,1m,9.213274664074579
1974-08-01,Headline PCE,1m,13.291180999309438
1974-09-01,Headline PCE,1m,13.199247406527249
1974-10-01,Headline PCE,1m,8.948073863248718
1974-11-01,Headline PCE,1m,9.39024144920857
1974-12-01,Headline PCE,1m,9.925329810209771
1975-01-01,Headline PCE,1m,7.698022080397071
1975-02-01,Headline PCE,1m,6.719197964490942
1975-03-01,Headline PCE,1m,4.141447264779252
1975-04-01,Headline PCE,1m,4.127205363011011
1975-05-01,Headline PCE,1m,4.916122234552556
1975-06-01,Headline PCE,1m,7.763864755312988
1975-07-01,Headline PCE,1m,10.781637073611329
1975-08-01,Headline PCE,1m,5.335250798475588
1975-09-01,Headline PCE,1m,6.104578591170151
1975-10-01,Headline PCE,1m,7.196564891686763
1975-11-01,Headline PCE,1m,7.99774424429498
1975-12-01,Headline PCE,1m,6.828399480504133
1976-01-01,Headline PCE,1m,4.6464913292189935
1976-02-01,Headline PCE,1m,1.565356045680244
1976-03-01,Headline PCE,1m,1.8260370226574452
1976-04-01,Headline PCE,1m,2.7462752331463447
1976-05-01,Headline PCE,1m,5.865053651588026
1976-06-01,Headline PCE,1m,5.3870758779277494
1976-07-01,Headline PCE,1m,6.259547692421252
1976-08-01,Headline PCE,1m,6.810441187584093
1976-09-01,Headline PCE,1m,6.951062457221591
1976-10-01,Headline PCE,1m,6.466601213554335
1976-11-01,Headline PCE,1m,5.596778977152228
1976-12-01,Headline PCE,1m,6.9300418727652024
1977-01-01,Headline PCE,1m,7.19757320918426
1977-02-01,Headline PCE,1m,9.805611561100957
1977-03-01,Headline PCE,1m,6.190994705303399
1977-04-01,Headline PCE,1m,7.190169830190918
1977-05-01,Headline PCE,1m,6.250303845503469
1977-06-01,Headline PCE,1m,6.939712967241607
1977-07-01,Headline PCE,1m,6.392875097370765
1977-08-01,Headline PCE,1m,5.731842500318929
1977-09-01,Headline PCE,1m,4.630768457071954
1977-10-01,Headline PCE,1m,5.72391222266444
1977-11-01,Headline PCE,1m,7.104175722515649
1977-12-01,Headline PCE,1m,5.991079958638568
1978-01-01,Headline PCE,1m,7.315773921716273
1978-02-01,Headline PCE,1m,5.722834651917852
1978-03-01,Headline PCE,1m,8.056057025955221
1978-04-01,Headline PCE,1m,9.481306363192243
1978-05-01,Headline PCE,1m,8.916019428747713
1978-06-01,Headline PCE,1m,8.123153738906442
1978-07-01,Headline PCE,1m,6.756146012635056
1978-08-01,Headline PCE,1m,6.247446722945882
1978-09-01,Headline PCE,1m,7.0360061152569875
1978-10-01,Headline PCE,1m,9.996428150618208
1978-11-01,Headline PCE,1m,7.015330260920427
1978-12-01,Headline PCE,1m,5.750305860145821
1979-01-01,Headline PCE,1m,9.455435009530166
1979-02-01,Headline PCE,1m,6.584143395840081
1979-03-01,Headline PCE,1m,9.793347211281823
1979-04-01,Headline PCE,1m,13.258067866127664
1979-05-01,Headline PCE,1m,13.152436946260737
1979-06-01,Headline PCE,1m,10.373298684639165
1979-07-01,Headline PCE,1m,9.537516590801133
1979-08-01,Headline PCE,1m,9.573192440998879
1979-09-01,Headline PCE,1m,11.12131812587367
1979-10-01,Headline PCE,1m,10.248970332369245
1979-11-01,Headline PCE,1m,8.649660599354192
1979-12-01,Headline PCE,1m,10.557641932779905
1980-01-01,Headline PCE,1m,13.325904841246604
1980-02-01,Headline PCE,1m,13.796819138753591
1980-03-01,Headline PCE,1m,15.779766788923766
1980-04-01,Headline PCE,1m,6.43723353052712
1980-05-01,Headline PCE,1m,9.74331729927913
1980-06-01,Headline PCE,1m,7.846360641825179
1980-07-01,Headline PCE,1m,9.7365659374981
1980-08-01,Headline PCE,1m,10.464007943126186
1980-09-01,Headline PCE,1m,11.682601948912374
1980-10-01,Headline PCE,1m,10.043105017450538
1980-11-01,Headline PCE,1m,10.221704866306247
1980-12-01,Headline PCE,1m,8.074333021694136
1981-01-01,Headline PCE,1m,12.149407254579847
1981-02-01,Headline PCE,1m,12.842240507384917
1981-03-01,Headline PCE,1m,8.70035563539453
1981-04-01,Headline PCE,1m,5.363004503090973
1981-05-01,Headline PCE,1m,5.5195320946048065
1981-06-01,Headline PCE,1m,4.896891336437226
1981-07-01,Headline PCE,1m,7.48737746238084
1981-08-01,Headline PCE,1m,7.773085889032405
1981-09-01,Headline PCE,1m,7.513029866035903
1981-10-01,Headline PCE,1m,5.575277430970993
1981-11-01,Headline PCE,1m,6.633815780850605
1981-12-01,Headline PCE,1m,3.7633476126974097
1982-01-01,Headline PCE,1m,7.367062012376557
1982-02-01,Headline PCE,1m,3.6724705640281297
1982-03-01,Headline PCE,1m,3.126804732497579
1982-04-01,Headline PCE,1m,0.6003120154535413
1982-05-01,Headline PCE,1m,7.363431510889917
1982-06-01,Headline PCE,1m,9.062182462870648
1982-07-01,Headline PCE,1m,7.350024328741367
1982-08-01,Headline PCE,1m,3.772935170772862
1982-09-01,Headline PCE,1m,3.37650593552139
1982-10-01,Headline PCE,1m,6.950501943098364
1982-11-01,Headline PCE,1m,3.674694775178833
1982-12-01,Headline PCE,1m,1.8300064327422483
1983-01-01,Headline PCE,1m,5.739524731099355
1983-02-01,Headline PCE,1m,2.058111844025823
1983-03-01,Headline PCE,1m,1.5505776921434178
1983-04-01,Headline PCE,1m,5.6125487526146545
1983-05-01,Headline PCE,1m,3.452144262665202
1983-06-01,Headline PCE,1m,4.5686444173866025
1983-07-01,Headline PCE,1m,6.993417133240687
1983-08-01,Headline PCE,1m,5.24817771890751
1983-09-01,Headline PCE,1m,4.293205318081905
1983-10-01,Headline PCE,1m,2.053624633494766
1983-11-01,Headline PCE,1m,1.71437231091649
1983-12-01,Headline PCE,1m,0.6611686516648341
1984-01-01,Headline PCE,1m,5.346523211342813
1984-02-01,Headline PCE,1m,8.37887042786678
1984-03-01,Headline PCE,1m,4.006241222998463
1984-04-01,Headline PCE,1m,4.6680903832508225
1984-05-01,Headline PCE,1m,1.528521365668567
1984-06-01,Headline PCE,1m,2.1583716182452806
1984-07-01,Headline PCE,1m,4.377266391900614
1984-08-01,Headline PCE,1m,3.74607624674419
1984-09-01,Headline PCE,1m,1.6386975845820606
1984-10-01,Headline PCE,1m,2.8672507571136707
1984-11-01,Headline PCE,1m,1.7073692771820914
1984-12-01,Headline PCE,1m,3.4364952730916665
1985-01-01,Headline PCE,1m,6.157321228612012
1985-02-01,Headline PCE,1m,5.715576532987687
1985-03-01,Headline PCE,1m,4.800293712676362
1985-04-01,Headline PCE,1m,1.750609441309181
1985-05-01,Headline PCE,1m,2.8794928289590738
1985-06-01,Headline PCE,1m,3.31738282547962
1985-07-01,Headline PCE,1m,2.9877274916765284
1985-08-01,Headline PCE,1m,4.0412622086806405
1985-09-01,Headline PCE,1m,2.044161583449755
1985-10-01,Headline PCE,1m,2.016457118095283
1985-11-01,Headline PCE,1m,3.5471839995313337
1985-12-01,Headline PCE,1m,4.1003554882343085
1986-01-01,Headline PCE,1m,5.6640536101009165
1986-02-01,Headline PCE,1m,0
1986-03-01,Headline PCE,1m,-2.599465863577466
1986-04-01,Headline PCE,1m,-2.421113449557011
1986-05-01,Headline PCE,1m,2.216109418245815
1986-06-01,Headline PCE,1m,4.566902818212282
1986-07-01,Headline PCE,1m,0.30540604307183195
1986-08-01,Headline PCE,1m,1.5114256278092153
1986-09-01,Headline PCE,1m,4.007111465233115
1986-10-01,Headline PCE,1m,2.1693013689982665
1986-11-01,Headline PCE,1m,2.1653870370422545
1986-12-01,Headline PCE,1m,1.664365992272887
1987-01-01,Headline PCE,1m,5.793980959924894
1987-02-01,Headline PCE,1m,4.2907162294296475
1987-03-01,Headline PCE,1m,3.22672714975778
1987-04-01,Headline PCE,1m,4.5747655793244135
1987-05-01,Headline PCE,1m,3.0881446493870035
1987-06-01,Headline PCE,1m,4.640816330343034
1987-07-01,Headline PCE,1m,2.8114184032481893
1987-08-01,Headline PCE,1m,4.848876018227299
1987-09-01,Headline PCE,1m,4.123261555576185
1987-10-01,Headline PCE,1m,3.875562996040194
1987-11-01,Headline PCE,1m,2.2925552697740104
1987-12-01,Headline PCE,1m,2.242411467312322
1988-01-01,Headline PCE,1m,4.755590451744318
1988-02-01,Headline PCE,1m,1.7981092050334269
1988-03-01,Headline PCE,1m,4.19675185882582
1988-04-01,Headline PCE,1m,5.992970209969806
1988-05-01,Headline PCE,1m,3.5444244409985615
1988-06-01,Headline PCE,1m,5.228194506414496
1988-07-01,Headline PCE,1m,5.988926854084964
1988-08-01,Headline PCE,1m,3.614107431358038
1988-09-01,Headline PCE,1m,6.009932069106871
1988-10-01,Headline PCE,1m,3.9885756524354887
1988-11-01,Headline PCE,1m,2.818693502092917
1988-12-01,Headline PCE,1m,3.8099783613531946
1989-01-01,Headline PCE,1m,6.334724583930829
1989-02-01,Headline PCE,1m,4.065666650386324
1989-03-01,Headline PCE,1m,4.560565954792062
1989-04-01,Headline PCE,1m,8.290525310377571
1989-05-01,Headline PCE,1m,4.468791244639503
1989-06-01,Headline PCE,1m,2.6542682005378015
1989-07-01,Headline PCE,1m,2.906010849873031
1989-08-01,Headline PCE,1m,0.14628919137678054
1989-09-01,Headline PCE,1m,2.7058739479860927
1989-10-01,Headline PCE,1m,4.790040638415816
1989-11-01,Headline PCE,1m,2.6466293720999623
1989-12-01,Headline PCE,1m,3.535180205561983
1990-01-01,Headline PCE,1m,9.473818267754153
1990-02-01,Headline PCE,1m,5.4175582429611735
1990-03-01,Headline PCE,1m,4.625002641600284
1990-04-01,Headline PCE,1m,2.549949335532986
1990-05-01,Headline PCE,1m,2.731517536645467
1990-06-01,Headline PCE,1m,5.433546016974855
1990-07-01,Headline PCE,1m,3.0026646768558374
1990-08-01,Headline PCE,1m,8.278471768248785
1990-09-01,Headline PCE,1m,7.622206420319011
1990-10-01,Headline PCE,1m,7.087074839611995
1990-11-01,Headline PCE,1m,1.5300885676922782
1990-12-01,Headline PCE,1m,1.1291761767868946
1991-01-01,Headline PCE,1m,4.6649181313780375
1991-02-01,Headline PCE,1m,0.6097692194166671
1991-03-01,Headline PCE,1m,0.2551665797876801
1991-04-01,Headline PCE,1m,2.1975521479461246
1991-05-01,Headline PCE,1m,5.084448137178299
1991-06-01,Headline PCE,1m,2.045362097062098
1991-07-01,Headline PCE,1m,1.9032571107788554
1991-08-01,Headline PCE,1m,2.8328335767310753
1991-09-01,Headline PCE,1m,4.206146283160761
1991-10-01,Headline PCE,1m,2.2630989822084224
1991-11-01,Headline PCE,1m,2.6727322980494295
1991-12-01,Headline PCE,1m,3.0417439456443596
1992-01-01,Headline PCE,1m,1.6428592878264592
1992-02-01,Headline PCE,1m,3.0889629360935755
1992-03-01,Headline PCE,1m,2.94357918946202
1992-04-01,Headline PCE,1m,3.289289982697219
1992-05-01,Headline PCE,1m,1.608724617693147
1992-06-01,Headline PCE,1m,2.147329730470604
1992-07-01,Headline PCE,1m,4.033859486306746
1992-08-01,Headline PCE,1m,1.617562171943665
1992-09-01,Headline PCE,1m,1.9797260623209745
1992-10-01,Headline PCE,1m,4.321040384357144
1992-11-01,Headline PCE,1m,2.390591088628047
1992-12-01,Headline PCE,1m,2.118192250396067
1993-01-01,Headline PCE,1m,2.95629453305426
1993-02-01,Headline PCE,1m,1.8244445025702438
1993-03-01,Headline PCE,1m,2.4864134387406533
1993-04-01,Headline PCE,1m,3.244239696930107
1993-05-01,Headline PCE,1m,3.77119221111597
1993-06-01,Headline PCE,1m,0.40733141740654233
1993-07-01,Headline PCE,1m,1.9383401959749413
1993-08-01,Headline PCE,1m,2.066694180446005
1993-09-01,Headline PCE,1m,1.2593205718673506
1993-10-01,Headline PCE,1m,3.8366662996183187
1993-11-01,Headline PCE,1m,2.297579920945414
1993-12-01,Headline PCE,1m,0.2748740352417123
1994-01-01,Headline PCE,1m,0.4032930223798248
1994-02-01,Headline PCE,1m,2.8160232787234563
1994-03-01,Headline PCE,1m,3.3535892561173064
1994-04-01,Headline PCE,1m,1.428809151360344
1994-05-01,Headline PCE,1m,1.7590831110223748
1994-06-01,Headline PCE,1m,2.9618198165334286
1994-07-01,Headline PCE,1m,3.8507398021806027
1994-08-01,Headline PCE,1m,2.7969176736873713
1994-09-01,Headline PCE,1m,1.3408230426345202
1994-10-01,Headline PCE,1m,2.0517855201569013
1994-11-01,Headline PCE,1m,2.3047128749470014
1994-12-01,Headline PCE,1m,0.7734760201112412
1995-01-01,Headline PCE,1m,2.4635343038670765
1995-02-01,Headline PCE,1m,2.14817562871934
1995-03-01,Headline PCE,1m,2.2353511630142764
1995-04-01,Headline PCE,1m,3.198697185170518
1995-05-01,Headline PCE,1m,1.863328812543985
1995-06-01,Headline PCE,1m,1.1770166643487512
1995-07-01,Headline PCE,1m,1.5167112441496045
1995-08-01,Headline PCE,1m,2.614818346530279
1995-09-01,Headline PCE,1m,0.8332116105928433
1995-10-01,Headline PCE,1m,3.1507141570558783
1995-11-01,Headline PCE,1m,-0.03519990577278698
1995-12-01,Headline PCE,1m,2.330563544846309
1996-01-01,Headline PCE,1m,2.703502819376258
1996-02-01,Headline PCE,1m,1.909813508877467
1996-03-01,Headline PCE,1m,3.6838783675636755
1996-04-01,Headline PCE,1m,3.654569683051334
1996-05-01,Headline PCE,1m,2.090135038688845
1996-06-01,Headline PCE,1m,-0.01736676431151052
1996-07-01,Headline PCE,1m,2.5654665244071895
1996-08-01,Headline PCE,1m,1.1499134403239797
1996-09-01,Headline PCE,1m,3.4470833621829566
1996-10-01,Headline PCE,1m,3.68682202243098
1996-11-01,Headline PCE,1m,2.1555962025687325
1996-12-01,Headline PCE,1m,1.4008060899584285
1997-01-01,Headline PCE,1m,1.5731490414852223
1997-02-01,Headline PCE,1m,2.5315861349431534
1997-03-01,Headline PCE,1m,1.2732108319682967
1997-04-01,Headline PCE,1m,1.1854599470457083
1997-05-01,Headline PCE,1m,-0.544911386189395
1997-06-01,Headline PCE,1m,1.5479793423231358
1997-07-01,Headline PCE,1m,0.7187545143714003
1997-08-01,Headline PCE,1m,0.9588147588521778
1997-09-01,Headline PCE,1m,2.9344123244997578
1997-10-01,Headline PCE,1m,1.5745464904941997
1997-11-01,Headline PCE,1m,0.06790210520446482
1997-12-01,Headline PCE,1m,-0.2542425384603031
1998-01-01,Headline PCE,1m,0.5956711182330654
1998-02-01,Headline PCE,1m,-0.6258834022540349
1998-03-01,Headline PCE,1m,0.1868668812208485
1998-04-01,Headline PCE,1m,1.503688644999257
1998-05-01,Headline PCE,1m,1.656560258547235
1998-06-01,Headline PCE,1m,-1.0108724189918705
1998-07-01,Headline PCE,1m,3.005252939347347
1998-08-01,Headline PCE,1m,1.6687334130199405
1998-09-01,Headline PCE,1m,-0.6897152900620207
1998-10-01,Headline PCE,1m,2.666170037694826
1998-11-01,Headline PCE,1m,0.05055718121045327
1998-12-01,Headline PCE,1m,1.219807180139254
1999-01-01,Headline PCE,1m,1.6961209804136734
1999-02-01,Headline PCE,1m,-0.6702200699445937
1999-03-01,Headline PCE,1m,0.911886352709379
1999-04-01,Headline PCE,1m,5.953895020765065
1999-05-01,Headline PCE,1m,0.7888236916379521
1999-06-01,Headline PCE,1m,0.3682877449570965
1999-07-01,Headline PCE,1m,3.2381322254643186
1999-08-01,Headline PCE,1m,2.2047890842239903
1999-09-01,Headline PCE,1m,4.393891782117532
1999-10-01,Headline PCE,1m,2.0407466995998824
1999-11-01,Headline PCE,1m,1.0807486349498685
1999-12-01,Headline PCE,1m,2.8296680907545113
2000-01-01,Headline PCE,1m,3.314713102202682
2000-02-01,Headline PCE,1m,3.849124026686046
2000-03-01,Headline PCE,1m,5.271403264110686
2000-04-01,Headline PCE,1m,-0.9913177963300268
2000-05-01,Headline PCE,1m,1.0012432993408593
2000-06-01,Headline PCE,1m,4.141628482143944
2000-07-01,Headline PCE,1m,3.051881035908033
2000-08-01,Headline PCE,1m,-0.08111779891091242
2000-09-01,Headline PCE,1m,5.285226070370075
2000-10-01,Headline PCE,1m,1.6445463416415507
2000-11-01,Headline PCE,1m,1.6914526766408366
2000-12-01,Headline PCE,1m,1.8528531636644363
2001-01-01,Headline PCE,1m,5.9664265160287
2001-02-01,Headline PCE,1m,1.873583246972288
2001-03-01,Headline PCE,1m,0.11198580351456933
2001-04-01,Headline PCE,1m,2.130986693633252
2001-05-01,Headline PCE,1m,3.206295769384737
2001-06-01,Headline PCE,1m,2.1377969892429016
2001-07-01,Headline PCE,1m,-0.39653377329657014
2001-08-01,Headline PCE,1m,-0.14296585593450706
2001-09-01,Headline PCE,1m,-4.009988842693534
2001-10-01,Headline PCE,1m,4.310075832076921
2001-11-01,Headline PCE,1m,-0.8076765089605198
2001-12-01,Headline PCE,1m,-1.2336735704953972
2002-01-01,Headline PCE,1m,1.0881489917930587
2002-02-01,Headline PCE,1m,2.0392039388256844
2002-03-01,Headline PCE,1m,3.3048028138768615
2002-04-01,Headline PCE,1m,5.138091465843964
2002-05-01,Headline PCE,1m,0.7915004308906681
2002-06-01,Headline PCE,1m,1.5077587718620444
2002-07-01,Headline PCE,1m,2.677098586714677
2002-08-01,Headline PCE,1m,2.3818501009740256
2002-09-01,Headline PCE,1m,2.1850724084356177
2002-10-01,Headline PCE,1m,2.213029276634204
2002-11-01,Headline PCE,1m,1.193656414405564
2002-12-01,Headline PCE,1m,1.1609231965396871
2003-01-01,Headline PCE,1m,3.6452882240023854
2003-02-01,Headline PCE,1m,5.170372438893334
2003-03-01,Headline PCE,1m,3.124117774905444
2003-04-01,Headline PCE,1m,-2.01902591158013
2003-05-01,Headline PCE,1m,-1.3677627530671033
2003-06-01,Headline PCE,1m,1.3083588346054942
2003-07-01,Headline PCE,1m,3.5838738738558584
2003-08-01,Headline PCE,1m,4.131967699670214
2003-09-01,Headline PCE,1m,3.8151789613981357
2003-10-01,Headline PCE,1m,0.15331933443349932
2003-11-01,Headline PCE,1m,1.5271887797482009
2003-12-01,Headline PCE,1m,2.6792267771732936
2004-01-01,Headline PCE,1m,4.7409266248461535
2004-02-01,Headline PCE,1m,2.584971389855739
2004-03-01,Headline PCE,1m,1.8671506680691508
2004-04-01,Headline PCE,1m,2.2501794301538425
2004-05-01,Headline PCE,1m,3.9724402709842455
2004-06-01,Headline PCE,1m,3.476121323703696
2004-07-01,Headline PCE,1m,1.1180384583407976
2004-08-01,Headline PCE,1m,0.6174718119676514
2004-09-01,Headline PCE,1m,2.3975503287383404
