date,measure,horizon,value
2020-02-01,Headline PCE,3m,2.127822189208617
2020-03-01,Headline PCE,3m,-0.13798255916109836
2020-04-01,Headline PCE,3m,-2.472668355154395
2020-05-01,Headline PCE,3m,-2.391866734240855
2020-06-01,Headline PCE,3m,-0.0038361025194277865
2020-07-01,Headline PCE,3m,2.8812113025154185
2020-08-01,Headline PCE,3m,3.619333821366344
2020-09-01,Headline PCE,3m,3.0534381632055574
2020-10-01,Headline PCE,3m,2.2097441797889195
2020-11-01,Headline PCE,3m,1.4881610018789182
2020-12-01,Headline PCE,3m,2.4668851154558302
2021-01-01,Headline PCE,3m,3.8430100692592672
2021-02-01,Headline PCE,3m,4.804028379680281
2021-03-01,Headline PCE,3m,5.2272163960066065
2021-04-01,Headline PCE,3m,5.6595531389776355
2021-05-01,Headline PCE,3m,6.441058415295697
2021-06-01,Headline PCE,3m,6.528349778262843
2021-07-01,Headline PCE,3m,6.228614851802905
2021-08-01,Headline PCE,3m,5.659151179384647
2021-09-01,Headline PCE,3m,4.768519750450251
2021-10-01,Headline PCE,3m,5.628708728539511
2021-11-01,Headline PCE,3m,6.827911171391143
2021-12-01,Headline PCE,3m,8.074808008560574
2022-01-01,Headline PCE,3m,7.584633100633531
2022-02-01,Headline PCE,3m,7.260559844734127
2022-03-01,Headline PCE,3m,8.372596586987346
2022-04-01,Headline PCE,3m,7.308896742504545
2022-05-01,Headline PCE,3m,7.43959926392459
2022-06-01,Headline PCE,3m,7.797503051631072
2022-07-01,Headline PCE,3m,6.489519620581041
2022-08-01,Headline PCE,3m,5.047595898668056
2022-09-01,Headline PCE,3m,2.5375561775885735
2022-10-01,Headline PCE,3m,4.491064351195728
2022-11-01,Headline PCE,3m,4.407710012096477
2022-12-01,Headline PCE,3m,3.4972524689051765
2023-01-01,Headline PCE,3m,3.7804242990522763
2023-02-01,Headline PCE,3m,3.9306457433211373
2023-03-01,Headline PCE,3m,3.956560363674
2023-04-01,Headline PCE,3m,3.1727245905595725
2023-05-01,Headline PCE,3m,2.6428915511854667
2023-06-01,Headline PCE,3m,3.1519114224845435
2023-07-01,Headline PCE,3m,2.2055707562075755
2023-08-01,Headline PCE,3m,2.7579950592854896
2023-09-01,Headline PCE,3m,3.19184694643484
2023-10-01,Headline PCE,3m,2.9404999111060093
2023-11-01,Headline PCE,3m,1.7406017445509514
2023-12-01,Headline PCE,3m,0.7963118710192063
2024-01-01,Headline PCE,3m,2.479008417661843
2024-02-01,Headline PCE,3m,3.688004632748365
2024-03-01,Headline PCE,3m,4.60821788520589
2024-04-01,Headline PCE,3m,3.685640244714694
2024-05-01,Headline PCE,3m,2.4695683798718893
2024-06-01,Headline PCE,3m,1.6387404141785744
2024-07-01,Headline PCE,3m,1.2871682174614207
2024-08-01,Headline PCE,3m,1.7659617634201208
2024-09-01,Headline PCE,3m,2.0390611949799187
2024-10-01,Headline PCE,3m,2.4729866467058326
2024-11-01,Headline PCE,3m,2.437025291610473
2024-12-01,Headline PCE,3m,2.651523915721321
2025-01-01,Headline PCE,3m,2.9987486259927643
2025-02-01,Headline PCE,3m,4.1848828611634525
2025-03-01,Headline PCE,3m,3.1146490228744383
2025-04-01,Headline PCE,3m,2.3583759946883998
2025-05-01,Headline PCE,3m,1.466048665411246
2025-06-01,Headline PCE,3m,2.571659276360072
2025-07-01,Headline PCE,3m,2.5932140322159514
2025-08-01,Headline PCE,3m,2.921162645628228
2025-09-01,Headline PCE,3m,2.812777026660762
2025-10-01,Headline PCE,3m,2.9012359615501193
2025-11-01,Headline PCE,3m,2.726730466177041
2025-12-01,Headline PCE,3m,3.014088128053194
2026-01-01,Headline PCE,3m,3.652623034985769
2026-02-01,Headline PCE,3m,4.400026032100723
2026-03-01,Headline PCE,3m,5.806095445361126
2026-04-01,Headline PCE,3m,6.096340260994304
2026-05-01,Headline PCE,3m,6.439924345423953
2026-06-01,Headline PCE,3m,3.263036634351568
2026-07-01,Headline PCE,3m,2.1958504645800403
1960-01-01,Headline PCE,12m,1.6948034819308955
1960-02-01,Headline PCE,12m,1.6997167138810054
1960-03-01,Headline PCE,12m,1.6920139574692294
1960-04-01,Headline PCE,12m,1.859517708128
1960-05-01,Headline PCE,12m,1.9110790044000847
1960-06-01,Headline PCE,12m,1.6632833475214381
1960-07-01,Headline PCE,12m,1.6336666013200052
1960-08-01,Headline PCE,12m,1.6574225122349295
1960-09-01,Headline PCE,12m,1.451350471851609
1960-10-01,Headline PCE,12m,1.324503311258285
1960-11-01,Headline PCE,12m,1.6026472878276632
1960-12-01,Headline PCE,12m,1.503564484769937
1961-01-01,Headline PCE,12m,1.582257959924771
1961-02-01,Headline PCE,12m,1.5676621105137123
1961-03-01,Headline PCE,12m,1.4502136475462946
1961-04-01,Headline PCE,12m,1.0256741065668873
1961-05-01,Headline PCE,12m,0.9795076685139792
1961-06-01,Headline PCE,12m,0.9790660225442727
1961-07-01,Headline PCE,12m,1.0158811804796386
1961-08-01,Headline PCE,12m,0.9307400988510128
1961-09-01,Headline PCE,12m,0.9879394405953423
1961-10-01,Headline PCE,12m,0.865051903114189
1961-11-01,Headline PCE,12m,0.5300466185580222
1961-12-01,Headline PCE,12m,0.5363299706295566
1962-01-01,Headline PCE,12m,0.7085860197893368
1962-02-01,Headline PCE,12m,0.8865361311308106
1962-03-01,Headline PCE,12m,1.0784939374601121
1962-04-01,Headline PCE,12m,1.2515165059702404
1962-05-01,Headline PCE,12m,1.2571793235481854
1962-06-01,Headline PCE,12m,1.2757542897237961
1962-07-01,Headline PCE,12m,0.9992998536057618
1962-08-01,Headline PCE,12m,1.0620707199185953
1962-09-01,Headline PCE,12m,1.4420022868758542
1962-10-01,Headline PCE,12m,1.3468013468013407
1962-11-01,Headline PCE,12m,1.4102401219667104
1962-12-01,Headline PCE,12m,1.3463736822050043
1963-01-01,Headline PCE,12m,1.400862068965525
1963-02-01,Headline PCE,12m,1.2390947022379528
1963-03-01,Headline PCE,12m,1.0227918429193794
1963-04-01,Headline PCE,12m,0.9018099262155577
1963-05-01,Headline PCE,12m,1.0020797882397403
1963-06-01,Headline PCE,12m,1.158909113812423
1963-07-01,Headline PCE,12m,1.4179480715906134
1963-08-01,Headline PCE,12m,1.4096029198917615
1963-09-01,Headline PCE,12m,0.8954850021917427
1963-10-01,Headline PCE,12m,1.1909985582649218
1963-11-01,Headline PCE,12m,1.2653470308193526
1963-12-01,Headline PCE,12m,1.4538162677027344
1964-01-01,Headline PCE,12m,1.4190160655122908
1964-02-01,Headline PCE,12m,1.4549768952166975
1964-03-01,Headline PCE,12m,1.5999000062496105
1964-04-01,Headline PCE,12m,1.6812499999999897
1964-05-01,Headline PCE,12m,1.528765755647088
1964-06-01,Headline PCE,12m,1.450719133304279
1964-07-01,Headline PCE,12m,1.3794817622568845
1964-08-01,Headline PCE,12m,1.3155445237356789
1964-09-01,Headline PCE,12m,1.489572989076482
1964-10-01,Headline PCE,12m,1.3566251626091708
1964-11-01,Headline PCE,12m,1.354695038970677
1964-12-01,Headline PCE,12m,1.3526868437306883
1965-01-01,Headline PCE,12m,1.2512327416173585
1965-02-01,Headline PCE,12m,1.1509817197021155
1965-03-01,Headline PCE,12m,1.2179368887248465
1965-04-01,Headline PCE,12m,1.3030917696232214
1965-05-01,Headline PCE,12m,1.5180382275213455
1965-06-01,Headline PCE,12m,1.669326132318627
1965-07-01,Headline PCE,12m,1.6120134845234224
1965-08-01,Headline PCE,12m,1.5618300973846866
1965-09-01,Headline PCE,12m,1.4554794520547976
1965-10-01,Headline PCE,12m,1.4240312920180909
1965-11-01,Headline PCE,12m,1.452548062252057
1965-12-01,Headline PCE,12m,1.6698153452373798
1966-01-01,Headline PCE,12m,1.6801607110245254
1966-02-01,Headline PCE,12m,2.0567116952658893
1966-03-01,Headline PCE,12m,2.175630507444559
1966-04-01,Headline PCE,12m,2.3663612644863496
1966-05-01,Headline PCE,12m,2.2641966339750574
1966-06-01,Headline PCE,12m,2.221417360859612
1966-07-01,Headline PCE,12m,2.346483291108692
1966-08-01,Headline PCE,12m,2.7137860330478825
1966-09-01,Headline PCE,12m,2.9897528631705805
1966-10-01,Headline PCE,12m,3.229888520638746
1966-11-01,Headline PCE,12m,3.206400770017437
1966-12-01,Headline PCE,12m,3.051010010190014
1967-01-01,Headline PCE,12m,2.933604741663176
1967-02-01,Headline PCE,12m,2.6293823038397557
1967-03-01,Headline PCE,12m,2.4326414084339554
1967-04-01,Headline PCE,12m,2.252385750696484
1967-05-01,Headline PCE,12m,2.3206251479990447
1967-06-01,Headline PCE,12m,2.391638124483264
1967-07-01,Headline PCE,12m,2.5402251429245126
1967-08-01,Headline PCE,12m,2.465946453734147
1967-09-01,Headline PCE,12m,2.4523001287603874
1967-10-01,Headline PCE,12m,2.469207868775891
1967-11-01,Headline PCE,12m,2.6579622289577998
1967-12-01,Headline PCE,12m,2.6058631921824116
1968-01-01,Headline PCE,12m,3.0768335950677628
1968-02-01,Headline PCE,12m,3.3753558357055624
1968-03-01,Headline PCE,12m,3.6581117175705335
1968-04-01,Headline PCE,12m,3.8084748710219607
1968-05-01,Headline PCE,12m,3.9921314510529937
1968-06-01,Headline PCE,12m,3.9967702866370747
1968-07-01,Headline PCE,12m,3.960225313254395
1968-08-01,Headline PCE,12m,4.062571625028655
1968-09-01,Headline PCE,12m,4.107397886318198
1968-10-01,Headline PCE,12m,4.272530477384073
1968-11-01,Headline PCE,12m,4.281171928230765
1968-12-01,Headline PCE,12m,4.331065759637176
1969-01-01,Headline PCE,12m,4.254598803746745
1969-02-01,Headline PCE,12m,4.096886590985727
1969-03-01,Headline PCE,12m,4.24602285458211
1969-04-01,Headline PCE,12m,4.377931650658917
1969-05-01,Headline PCE,12m,4.41192834093691
1969-06-01,Headline PCE,12m,4.5807453416149
1969-07-01,Headline PCE,12m,4.721623265328678
1969-08-01,Headline PCE,12m,4.581245526127398
1969-09-01,Headline PCE,12m,4.653204565408253
1969-10-01,Headline PCE,12m,4.550917832167833
1969-11-01,Headline PCE,12m,4.649896547969079
1969-12-01,Headline PCE,12m,4.9119756574657725
1970-01-01,Headline PCE,12m,4.876596665944999
1970-02-01,Headline PCE,12m,5.02618366355343
1970-03-01,Headline PCE,12m,4.7931219774314915
1970-04-01,Headline PCE,12m,4.863043013053714
1970-05-01,Headline PCE,12m,4.774337933606865
1970-06-01,Headline PCE,12m,4.539187612684259
1970-07-01,Headline PCE,12m,4.46122168840084
1970-08-01,Headline PCE,12m,4.449007529089677
1970-09-01,Headline PCE,12m,4.483011744966436
1970-10-01,Headline PCE,12m,4.645451220149455
1970-11-01,Headline PCE,12m,4.604578563995854
1970-12-01,Headline PCE,12m,4.588771493681376
1971-01-01,Headline PCE,12m,4.438251535325377
1971-02-01,Headline PCE,12m,4.328158733422427
1971-03-01,Headline PCE,12m,4.414931801866473
1971-04-01,Headline PCE,12m,4.295699199020464
1971-05-01,Headline PCE,12m,4.399125260641812
1971-06-01,Headline PCE,12m,4.590646241249874
1971-07-01,Headline PCE,12m,4.523400384109966
1971-08-01,Headline PCE,12m,4.551870148200421
1971-09-01,Headline PCE,12m,4.240477743764726
1971-10-01,Headline PCE,12m,3.884949565564755
1971-11-01,Headline PCE,12m,3.6906242228301522
1971-12-01,Headline PCE,12m,3.639694958898687
1972-01-01,Headline PCE,12m,3.844443346345816
1972-02-01,Headline PCE,12m,3.9515175404020386
1972-03-01,Headline PCE,12m,3.7568138290035913
1972-04-01,Headline PCE,12m,3.5073130166805244
1972-05-01,Headline PCE,12m,3.307677318784119
1972-06-01,Headline PCE,12m,3.006935350889961
1972-07-01,Headline PCE,12m,3.065615782602382
1972-08-01,Headline PCE,12m,3.066390241550554
1972-09-01,Headline PCE,12m,3.3747352204891223
1972-10-01,Headline PCE,12m,3.3310901749663557
1972-11-01,Headline PCE,12m,3.4249532306806607
1972-12-01,Headline PCE,12m,3.349419465812997
1973-01-01,Headline PCE,12m,3.235783963835348
1973-02-01,Headline PCE,12m,3.369987676557029
1973-03-01,Headline PCE,12m,3.9568345323740983
1973-04-01,Headline PCE,12m,4.569943289224954
1973-05-01,Headline PCE,12m,4.852171452822174
1973-06-01,Headline PCE,12m,5.2921512312255725
1973-07-01,Headline PCE,12m,5.2967393854093325
1973-08-01,Headline PCE,12m,6.202928380970207
1973-09-01,Headline PCE,12m,6.147254691938708
1973-10-01,Headline PCE,12m,6.62883193003676
1973-11-01,Headline PCE,12m,7.184267891099672
1973-12-01,Headline PCE,12m,7.720758206195111
1974-01-01,Headline PCE,12m,8.425904586310207
1974-02-01,Headline PCE,12m,9.115502774084083
1974-03-01,Headline PCE,12m,9.602076124567493
1974-04-01,Headline PCE,12m,9.56297735797893
1974-05-01,Headline PCE,12m,10.100737542723515
1974-06-01,Headline PCE,12m,10.405580646603774
1974-07-01,Headline PCE,12m,10.818036000712894
1974-08-01,Headline PCE,12m,10.699026560366477
1974-09-01,Headline PCE,12m,11.407010924406613
1974-10-01,Headline PCE,12m,11.574033679434592
1974-11-01,Headline PCE,12m,11.497187364777162
1974-12-01,Headline PCE,12m,11.463519313304715
1975-01-01,Headline PCE,12m,11.091272371721296
1975-02-01,Headline PCE,12m,10.408875068285916
1975-03-01,Headline PCE,12m,9.512732106509358
1975-04-01,Headline PCE,12m,9.111908592170948
1975-05-01,Headline PCE,12m,8.47969937096642
1975-06-01,Headline PCE,12m,8.238153098420398
1975-07-01,Headline PCE,12m,8.366838211643612
1975-08-01,Headline PCE,12m,7.7112844182715135
1975-09-01,Headline PCE,12m,7.131886740440274
1975-10-01,Headline PCE,12m,6.987292277614854
1975-11-01,Headline PCE,12m,6.873132301005169
1975-12-01,Headline PCE,12m,6.6189211043086615
1976-01-01,Headline PCE,12m,6.363845094137455
1976-02-01,Headline PCE,12m,5.926010504681423
1976-03-01,Headline PCE,12m,5.727724462314621
1976-04-01,Headline PCE,12m,5.610161802510194
1976-05-01,Headline PCE,12m,5.689434445364849
1976-06-01,Headline PCE,12m,5.493189642269125
1976-07-01,Headline PCE,12m,5.127444069305831
1976-08-01,Headline PCE,12m,5.249353527890643
1976-09-01,Headline PCE,12m,5.319070724893393
1976-10-01,Headline PCE,12m,5.259118485490832
1976-11-01,Headline PCE,12m,5.062096012782336
1976-12-01,Headline PCE,12m,5.070422535211261
1977-01-01,Headline PCE,12m,5.281525454218383
1977-02-01,Headline PCE,12m,5.9681649958679195
1977-03-01,Headline PCE,12m,6.33946830265848
1977-04-01,Headline PCE,12m,6.715349369988544
1977-05-01,Headline PCE,12m,6.747657558160247
1977-06-01,Headline PCE,12m,6.877837684449495
1977-07-01,Headline PCE,12m,6.889006529027708
1977-08-01,Headline PCE,12m,6.798638166438531
1977-09-01,Headline PCE,12m,6.603608949076811
1977-10-01,Headline PCE,12m,6.541439533349536
1977-11-01,Headline PCE,12m,6.667357942762342
1977-12-01,Headline PCE,12m,6.5889874200866005
1978-01-01,Headline PCE,12m,6.598776612104018
1978-02-01,Headline PCE,12m,6.262715312627143
1978-03-01,Headline PCE,12m,6.417004048583008
1978-04-01,Headline PCE,12m,6.604722930363605
1978-05-01,Headline PCE,12m,6.825084270600423
1978-06-01,Headline PCE,12m,6.923102452623531
1978-07-01,Headline PCE,12m,6.953478390068346
1978-08-01,Headline PCE,12m,6.996845011173924
1978-09-01,Headline PCE,12m,7.199685689028579
1978-10-01,Headline PCE,12m,7.554179566563479
1978-11-01,Headline PCE,12m,7.546741842454874
1978-12-01,Headline PCE,12m,7.526361613620969
1979-01-01,Headline PCE,12m,7.703404500865552
1979-02-01,Headline PCE,12m,7.776253230798691
1979-03-01,Headline PCE,12m,7.919599264472765
1979-04-01,Headline PCE,12m,8.225040118309689
1979-05-01,Headline PCE,12m,8.569732566858267
1979-06-01,Headline PCE,12m,8.756246702051707
1979-07-01,Headline PCE,12m,8.989596517766184
1979-08-01,Headline PCE,12m,9.269895874927059
1979-09-01,Headline PCE,12m,9.611508154663762
1979-10-01,Headline PCE,12m,9.632457655364668
1979-11-01,Headline PCE,12m,9.77101536607412
1979-12-01,Headline PCE,12m,10.178437546858587
1980-01-01,Headline PCE,12m,10.497961127481625
1980-02-01,Headline PCE,12m,11.10255802936997
1980-03-01,Headline PCE,12m,11.595182138660398
1980-04-01,Headline PCE,12m,11.019043465619994
1980-05-01,Headline PCE,12m,10.736381686857932
1980-06-01,Headline PCE,12m,10.522860893886655
1980-07-01,Headline PCE,12m,10.539583628381255
1980-08-01,Headline PCE,12m,10.614195361911438
1980-09-01,Headline PCE,12m,10.660648109448578
1980-10-01,Headline PCE,12m,10.643413852191696
1980-11-01,Headline PCE,12m,10.775944885131628
1980-12-01,Headline PCE,12m,10.566428046490127
1981-01-01,Headline PCE,12m,10.470315698739352
1981-02-01,Headline PCE,12m,10.392794329265032
1981-03-01,Headline PCE,12m,9.813883697054248
1981-04-01,Headline PCE,12m,9.721094670682184
1981-05-01,Headline PCE,12m,9.362818980302489
1981-06-01,Headline PCE,12m,9.1103938024532
1981-07-01,Headline PCE,12m,8.92225695690052
1981-08-01,Headline PCE,12m,8.698635358694817
1981-09-01,Headline PCE,12m,8.354525997733852
1981-10-01,Headline PCE,12m,7.980915744510786
1981-11-01,Headline PCE,12m,7.683540226467445
1981-12-01,Headline PCE,12m,7.3188744737943345
1982-01-01,Headline PCE,12m,6.929848089536961
1982-02-01,Headline PCE,12m,6.1772799691015345
1982-03-01,Headline PCE,12m,5.712573414838773
1982-04-01,Headline PCE,12m,5.3058691553094395
1982-05-01,Headline PCE,12m,5.45800166330046
1982-06-01,Headline PCE,12m,5.800771542849037
1982-07-01,Headline PCE,12m,5.789498447351082
1982-08-01,Headline PCE,12m,5.45658577640622
1982-09-01,Headline PCE,12m,5.112355634048282
1982-10-01,Headline PCE,12m,5.225779587304524
1982-11-01,Headline PCE,12m,4.979291302347
1982-12-01,Headline PCE,12m,4.814882782034213
1983-01-01,Headline PCE,12m,4.681549722937994
1983-02-01,Headline PCE,12m,4.544731158349435
1983-03-01,Headline PCE,12m,4.410630867613041
1983-04-01,Headline PCE,12m,4.834542157751587
1983-05-01,Headline PCE,12m,4.510837727006445
1983-06-01,Headline PCE,12m,4.145042949176814
1983-07-01,Headline PCE,12m,4.116168916364615
1983-08-01,Headline PCE,12m,4.238715970559559
1983-09-01,Headline PCE,12m,4.315433422501291
1983-10-01,Headline PCE,12m,3.9088091102952527
1983-11-01,Headline PCE,12m,3.7436436963001807
1983-12-01,Headline PCE,12m,3.6438841835729763
1984-01-01,Headline PCE,12m,3.611728314381568
1984-02-01,Headline PCE,12m,4.1318719554627625
1984-03-01,Headline PCE,12m,4.339421844797253
1984-04-01,Headline PCE,12m,4.261345210040424
1984-05-01,Headline PCE,12m,4.098395998620208
1984-06-01,Headline PCE,12m,3.8962991601692476
1984-07-01,Headline PCE,12m,3.6821870995300987
1984-08-01,Headline PCE,12m,3.5580603998298432
1984-09-01,Headline PCE,12m,3.3358058705097005
1984-10-01,Headline PCE,12m,3.4042103036073135
1984-11-01,Headline PCE,12m,3.4036170032958557
1984-12-01,Headline PCE,12m,3.6382448583132776
1985-01-01,Headline PCE,12m,3.7044823816331673
1985-02-01,Headline PCE,12m,3.489683401553756
1985-03-01,Headline PCE,12m,3.5552965175579265
1985-04-01,Headline PCE,12m,3.311629064366284
1985-05-01,Headline PCE,12m,3.4254944599772186
1985-06-01,Headline PCE,12m,3.522771908788336
1985-07-01,Headline PCE,12m,3.407218193803563
1985-08-01,Headline PCE,12m,3.4317047624915276
1985-09-01,Headline PCE,12m,3.4660267847987036
1985-10-01,Headline PCE,12m,3.3944428530507054
1985-11-01,Headline PCE,12m,3.5490264184868225
1985-12-01,Headline PCE,12m,3.6042460422566647
1986-01-01,Headline PCE,12m,3.5640433037343433
1986-02-01,Headline PCE,12m,3.085460599334078
1986-03-01,Headline PCE,12m,2.4583408711732924
1986-04-01,Headline PCE,12m,2.101523453965193
1986-05-01,Headline PCE,12m,2.04649672600572
1986-06-01,Headline PCE,12m,2.1487768347478786
1986-07-01,Headline PCE,12m,1.9243794573488904
1986-08-01,Headline PCE,12m,1.7155110793424022
1986-09-01,Headline PCE,12m,1.8771432535828358
1986-10-01,Headline PCE,12m,1.8898541547107905
1986-11-01,Headline PCE,12m,1.7758484609313285
1986-12-01,Headline PCE,12m,1.5752212389380515
1987-01-01,Headline PCE,12m,1.585623678646919
1987-02-01,Headline PCE,12m,1.94189961631821
1987-03-01,Headline PCE,12m,2.436631876324258
1987-04-01,Headline PCE,12m,3.029409451914744
1987-05-01,Headline PCE,12m,3.1023724024253907
1987-06-01,Headline PCE,12m,3.1084436276905603
1987-07-01,Headline PCE,12m,3.3206942381361904
1987-08-01,Headline PCE,12m,3.599593972046544
1987-09-01,Headline PCE,12m,3.6092302902949625
1987-10-01,Headline PCE,12m,3.7523306401491707
1987-11-01,Headline PCE,12m,3.7630864676231113
1987-12-01,Headline PCE,12m,3.8121236762114874
1988-01-01,Headline PCE,12m,3.7268277642887426
1988-02-01,Headline PCE,12m,3.5179353252938084
1988-03-01,Headline PCE,12m,3.598651702608513
1988-04-01,Headline PCE,12m,3.7150107805911325
1988-05-01,Headline PCE,12m,3.753187925849799
1988-06-01,Headline PCE,12m,3.8015964809161806
1988-07-01,Headline PCE,12m,4.065225204774614
1988-08-01,Headline PCE,12m,3.962541453120272
1988-09-01,Headline PCE,12m,4.118232521455001
1988-10-01,Headline PCE,12m,4.127667540247093
1988-11-01,Headline PCE,12m,4.172194092038639
1988-12-01,Headline PCE,12m,4.304364043267439
1989-01-01,Headline PCE,12m,4.434495058333954
1989-02-01,Headline PCE,12m,4.626400534243524
1989-03-01,Headline PCE,12m,4.656794779361473
1989-04-01,Headline PCE,12m,4.843991463683861
1989-05-01,Headline PCE,12m,4.921671497230062
1989-06-01,Headline PCE,12m,4.705366602126193
1989-07-01,Headline PCE,12m,4.448120410092349
1989-08-01,Headline PCE,12m,4.152242863615774
1989-09-01,Headline PCE,12m,3.877786595483723
1989-10-01,Headline PCE,12m,3.9442696629213625
1989-11-01,Headline PCE,12m,3.929762886967758
1989-12-01,Headline PCE,12m,3.906808754112445
1990-01-01,Headline PCE,12m,4.1590322867562035
1990-02-01,Headline PCE,12m,4.271125137406484
1990-03-01,Headline PCE,12m,4.276478485126822
1990-04-01,Headline PCE,12m,3.8042429240730646
1990-05-01,Headline PCE,12m,3.659282829519017
1990-06-01,Headline PCE,12m,3.8903038972820214
1990-07-01,Headline PCE,12m,3.8984319253728694
1990-08-01,Headline PCE,12m,4.576619218320399
1990-09-01,Headline PCE,12m,4.98489425981874
1990-10-01,Headline PCE,12m,5.174769539424751
1990-11-01,Headline PCE,12m,5.078954180688577
1990-12-01,Headline PCE,12m,4.873264157761614
1991-01-01,Headline PCE,12m,4.481410004611219
1991-02-01,Headline PCE,12m,4.0757681386135225
1991-03-01,Headline PCE,12m,3.706401504243373
1991-04-01,Headline PCE,12m,3.676657031289632
1991-05-01,Headline PCE,12m,3.872491145218415
1991-06-01,Headline PCE,12m,3.5901397098334176
1991-07-01,Headline PCE,12m,3.4975460225464383
1991-08-01,Headline PCE,12m,3.0534478168264156
1991-09-01,Headline PCE,12m,2.776813032332748
1991-10-01,Headline PCE,12m,2.3827925868675104
1991-11-01,Headline PCE,12m,2.478320851399296
1991-12-01,Headline PCE,12m,2.6384444991385703
1992-01-01,Headline PCE,12m,2.388152410219524
1992-02-01,Headline PCE,12m,2.596065873741993
1992-03-01,Headline PCE,12m,2.8225608859705043
1992-04-01,Headline PCE,12m,2.9136502967455735
1992-05-01,Headline PCE,12m,2.625596726528756
1992-06-01,Headline PCE,12m,2.6341384341060037
1992-07-01,Headline PCE,12m,2.8112709793322255
1992-08-01,Headline PCE,12m,2.709466987453779
1992-09-01,Headline PCE,12m,2.524781153450051
1992-10-01,Headline PCE,12m,2.6951493735946075
1992-11-01,Headline PCE,12m,2.671602801416717
1992-12-01,Headline PCE,12m,2.5945997793870967
1993-01-01,Headline PCE,12m,2.704428621603494
1993-02-01,Headline PCE,12m,2.598850263547625
1993-03-01,Headline PCE,12m,2.560803189883898
1993-04-01,Headline PCE,12m,2.557074731855713
1993-05-01,Headline PCE,12m,2.7372118412100743
1993-06-01,Headline PCE,12m,2.5902234857458684
1993-07-01,Headline PCE,12m,2.416409545998355
1993-08-01,Headline PCE,12m,2.4540552437548158
1993-09-01,Headline PCE,12m,2.393546058104312
1993-10-01,Headline PCE,12m,2.353842785198146
1993-11-01,Headline PCE,12m,2.346091408591411
1993-12-01,Headline PCE,12m,2.1908501620543364
1994-01-01,Headline PCE,12m,1.977243051669464
1994-02-01,Headline PCE,12m,2.059631532384487
1994-03-01,Headline PCE,12m,2.1313176685614943
1994-04-01,Headline PCE,12m,1.980442741723687
1994-05-01,Headline PCE,12m,1.8141776908505713
1994-06-01,Headline PCE,12m,2.0275575398352785
1994-07-01,Headline PCE,12m,2.1857083570297586
1994-08-01,Headline PCE,12m,2.2464324075494924
1994-09-01,Headline PCE,12m,2.2532879610043244
1994-10-01,Headline PCE,12m,2.1056491908989505
1994-11-01,Headline PCE,12m,2.106242469534969
1994-12-01,Headline PCE,12m,2.148455368851221
1995-01-01,Headline PCE,12m,2.3215047862935156
1995-02-01,Headline PCE,12m,2.265952916844083
1995-03-01,Headline PCE,12m,2.1732866220786518
1995-04-01,Headline PCE,12m,2.320684692872832
1995-05-01,Headline PCE,12m,2.3294156796902055
1995-06-01,Headline PCE,12m,2.1804080154514516
1995-07-01,Headline PCE,12m,1.9870338893819506
1995-08-01,Headline PCE,12m,1.9719662634690938
1995-09-01,Headline PCE,12m,1.929303831624396
1995-10-01,Headline PCE,12m,2.0203229523652944
1995-11-01,Headline PCE,12m,1.8238035490231175
1995-12-01,Headline PCE,12m,1.9539938200653806
1996-01-01,Headline PCE,12m,1.9738704247173278
1996-02-01,Headline PCE,12m,1.9540195699372598
1996-03-01,Headline PCE,12m,2.0736232744544836
1996-04-01,Headline PCE,12m,2.1111226257272797
1996-05-01,Headline PCE,12m,2.1300498144890767
1996-06-01,Headline PCE,12m,2.0290325915205853
1996-07-01,Headline PCE,12m,2.11645674168901
1996-08-01,Headline PCE,12m,1.9941720138929808
1996-09-01,Headline PCE,12m,2.211927347599074
1996-10-01,Headline PCE,12m,2.2560912998195626
1996-11-01,Headline PCE,12m,2.44099223987444
1996-12-01,Headline PCE,12m,2.3631039531478937
1997-01-01,Headline PCE,12m,2.2687430608309356
1997-02-01,Headline PCE,12m,2.320595099183187
1997-03-01,Headline PCE,12m,2.120203004348009
1997-04-01,Headline PCE,12m,1.9152421962217003
1997-05-01,Headline PCE,12m,1.6933943148266017
1997-06-01,Headline PCE,12m,1.8251291774616263
1997-07-01,Headline PCE,12m,1.6710718257579193
1997-08-01,Headline PCE,12m,1.6550510078928937
1997-09-01,Headline PCE,12m,1.6129728485302142
1997-10-01,Headline PCE,12m,1.4388386004676512
1997-11-01,Headline PCE,12m,1.2644451763492937
1997-12-01,Headline PCE,12m,1.1256686786623504
1998-01-01,Headline PCE,12m,1.0442111277765953
1998-02-01,Headline PCE,12m,0.7811720431640357
1998-03-01,Headline PCE,12m,0.6906372374510417
1998-04-01,Headline PCE,12m,0.7169886476797505
1998-05-01,Headline PCE,12m,0.9009137229227582
1998-06-01,Headline PCE,12m,0.6865476461223485
1998-07-01,Headline PCE,12m,0.8750745802199145
1998-08-01,Headline PCE,12m,0.9339957416607536
1998-09-01,Headline PCE,12m,0.6329651656754365
1998-10-01,Headline PCE,12m,0.7226496209978395
1998-11-01,Headline PCE,12m,0.7211946377057687
1998-12-01,Headline PCE,12m,0.8444010692918225
1999-01-01,Headline PCE,12m,0.9358742365980444
1999-02-01,Headline PCE,12m,0.932120680631976
1999-03-01,Headline PCE,12m,0.9927874416631566
