date,measure,value
1972-06-01,Dallas trimmed mean,2.7426101180321467
1972-07-01,Headline PCE,3.0656157826023787
1972-07-01,Core PCE,2.88403579542819
1972-07-01,Cleveland median,2.894752926404635
1972-07-01,Dallas trimmed mean,2.5338234558691255
1972-08-01,Headline PCE,3.0663902415505504
1972-08-01,Core PCE,2.9587442700374993
1972-08-01,Cleveland median,2.8582611955475556
1972-08-01,Dallas trimmed mean,2.517487053691042
1972-09-01,Headline PCE,3.3747352204891286
1972-09-01,Core PCE,3.129478112143474
1972-09-01,Cleveland median,2.840320477561903
1972-09-01,Dallas trimmed mean,2.4384295848093984
1972-10-01,Headline PCE,3.331090174966363
1972-10-01,Core PCE,3.027645728527247
1972-10-01,Cleveland median,2.887019633345872
1972-10-01,Dallas trimmed mean,2.493317250488886
1972-11-01,Headline PCE,3.424953230680657
1972-11-01,Core PCE,3.0668631423834967
1972-11-01,Cleveland median,3.0748527839095345
1972-11-01,Dallas trimmed mean,2.5772130605921575
1972-12-01,Headline PCE,3.349419465813
1972-12-01,Core PCE,3.052699228791795
1972-12-01,Cleveland median,3.1807718495086306
1972-12-01,Dallas trimmed mean,2.6814778413396994
1973-01-01,Headline PCE,3.2357839638353454
1973-01-01,Core PCE,2.678612241166519
1973-01-01,Cleveland median,3.2037947296578437
1973-01-01,Dallas trimmed mean,2.7113897182092757
1973-02-01,Headline PCE,3.369987676557031
1973-02-01,Core PCE,2.726112326768785
1973-02-01,Cleveland median,3.1489289835881635
1973-02-01,Dallas trimmed mean,2.644295510551075
1973-03-01,Headline PCE,3.9568345323741028
1973-03-01,Core PCE,2.9391692069703055
1973-03-01,Cleveland median,3.2117615009404403
1973-03-01,Dallas trimmed mean,2.7273040174617478
1973-04-01,Headline PCE,4.569943289224952
1973-04-01,Core PCE,3.2955061280072613
1973-04-01,Cleveland median,3.2990923975697513
1973-04-01,Dallas trimmed mean,2.8615198223646843
1973-05-01,Headline PCE,4.852171452822176
1973-05-01,Core PCE,3.4554594447715203
1973-05-01,Cleveland median,3.6774276925671643
1973-05-01,Dallas trimmed mean,3.260258765134111
1973-06-01,Headline PCE,5.292151231225574
1973-06-01,Core PCE,3.6924884750971785
1973-06-01,Cleveland median,3.911665518620296
1973-06-01,Dallas trimmed mean,3.470063284628935
1973-07-01,Headline PCE,5.296739385409339
1973-07-01,Core PCE,3.8397404119158125
1973-07-01,Cleveland median,4.130318021999059
1973-07-01,Dallas trimmed mean,3.617666265832
1973-08-01,Headline PCE,6.2029283809702065
1973-08-01,Core PCE,4.1014570966001
1973-08-01,Cleveland median,4.085698792832332
1973-08-01,Dallas trimmed mean,3.551144369281573
1973-09-01,Headline PCE,6.147254691938713
1973-09-01,Core PCE,4.280591662931414
1973-09-01,Cleveland median,4.229904894355968
1973-09-01,Dallas trimmed mean,3.734054011102714
1973-10-01,Headline PCE,6.6288319300367675
1973-10-01,Core PCE,4.6230345383685005
1973-10-01,Cleveland median,4.216056896350423
1973-10-01,Dallas trimmed mean,3.742227416997281
1973-11-01,Headline PCE,7.184267891099665
1973-11-01,Core PCE,4.85211330533464
1973-11-01,Cleveland median,4.317455000075327
1973-11-01,Dallas trimmed mean,3.969026042350478
1973-12-01,Headline PCE,7.720758206195114
1973-12-01,Core PCE,5.118268074301739
1973-12-01,Cleveland median,4.431007969157719
1973-12-01,Dallas trimmed mean,4.123488339600385
1974-01-01,Headline PCE,8.42590458631021
1974-01-01,Core PCE,5.56915817121488
1974-01-01,Cleveland median,4.743759920698665
1974-01-01,Dallas trimmed mean,4.337410127072673
1974-02-01,Headline PCE,9.115502774084078
1974-02-01,Core PCE,5.90662998136149
1974-02-01,Cleveland median,5.0910492920926345
1974-02-01,Dallas trimmed mean,4.589897074401122
1974-03-01,Headline PCE,9.602076124567489
1974-03-01,Core PCE,6.302762430939211
1974-03-01,Cleveland median,5.414967505277673
1974-03-01,Dallas trimmed mean,4.847358727637214
1974-04-01,Headline PCE,9.562977357978923
1974-04-01,Core PCE,6.4818069959571005
1974-04-01,Cleveland median,5.807440701767391
1974-04-01,Dallas trimmed mean,5.162018635424673
1974-05-01,Headline PCE,10.100737542723522
1974-05-01,Core PCE,7.091577657152854
1974-05-01,Cleveland median,5.8837483965496205
1974-05-01,Dallas trimmed mean,5.2445490135369965
1974-06-01,Headline PCE,10.405580646603767
1974-06-01,Core PCE,7.723488645774296
1974-06-01,Cleveland median,6.4178121310829965
1974-06-01,Dallas trimmed mean,5.677666865480774
1974-07-01,Headline PCE,10.818036000712894
1974-07-01,Core PCE,8.21578924525845
1974-07-01,Cleveland median,6.675651958672859
1974-07-01,Dallas trimmed mean,6.147293750342044
1974-08-01,Headline PCE,10.699026560366477
1974-08-01,Core PCE,8.752376015206494
1974-08-01,Cleveland median,7.158930783893354
1974-08-01,Dallas trimmed mean,6.597045043244364
1974-09-01,Headline PCE,11.40701092440662
1974-09-01,Core PCE,9.176875134321932
1974-09-01,Cleveland median,7.743183777249612
1974-09-01,Dallas trimmed mean,7.049208823509943
1974-10-01,Headline PCE,11.574033679434592
1974-10-01,Core PCE,9.608220937700708
1974-10-01,Cleveland median,8.26888295028543
1974-10-01,Dallas trimmed mean,7.540688410736166
1974-11-01,Headline PCE,11.497187364777162
1974-11-01,Core PCE,9.877279700017056
1974-11-01,Cleveland median,8.685631894118757
1974-11-01,Dallas trimmed mean,7.874142566208462
1974-12-01,Headline PCE,11.463519313304715
1974-12-01,Core PCE,10.04322400203408
1974-12-01,Cleveland median,8.85666152436653
1974-12-01,Dallas trimmed mean,8.064422134238853
1975-01-01,Headline PCE,11.091272371721288
1975-01-01,Core PCE,10.141688454077766
1975-01-01,Cleveland median,8.845225919753517
1975-01-01,Dallas trimmed mean,8.187342948793216
1975-02-01,Headline PCE,10.408875068285923
1975-02-01,Core PCE,10.219987429289759
1975-02-01,Cleveland median,9.002236550499148
1975-02-01,Dallas trimmed mean,8.34957851783804
1975-03-01,Headline PCE,9.512732106509361
1975-03-01,Core PCE,9.937216747744372
1975-03-01,Cleveland median,8.933362686172373
1975-03-01,Dallas trimmed mean,8.264978774180705
1975-04-01,Headline PCE,9.111908592170948
1975-04-01,Core PCE,9.652923940406907
1975-04-01,Cleveland median,8.509517562046383
1975-04-01,Dallas trimmed mean,7.903427405020992
1975-05-01,Headline PCE,8.479699370966415
1975-05-01,Core PCE,9.070470896010477
1975-05-01,Cleveland median,8.411459883358347
1975-05-01,Dallas trimmed mean,7.7166014189623695
1975-06-01,Headline PCE,8.238153098420398
1975-06-01,Core PCE,8.48877200080922
1975-06-01,Cleveland median,7.817566760452507
1975-06-01,Dallas trimmed mean,7.2301714715932235
1975-07-01,Headline PCE,8.36683821164361
1975-07-01,Core PCE,8.197641774284108
1975-07-01,Cleveland median,7.605287753634002
1975-07-01,Dallas trimmed mean,6.84472508761101
1975-08-01,Headline PCE,7.711284418271518
1975-08-01,Core PCE,7.535552554222619
1975-08-01,Cleveland median,7.463453413381018
1975-08-01,Dallas trimmed mean,6.697719136858993
1975-09-01,Headline PCE,7.1318867404402795
1975-09-01,Core PCE,7.157480314960637
1975-09-01,Cleveland median,6.818469740202573
1975-09-01,Dallas trimmed mean,6.236633278952539
1975-10-01,Headline PCE,6.987292277614856
1975-10-01,Core PCE,6.855736552209052
1975-10-01,Cleveland median,6.556087024258076
1975-10-01,Dallas trimmed mean,5.989569771760188
1975-11-01,Headline PCE,6.873132301005171
1975-11-01,Core PCE,6.7827503296362295
1975-11-01,Cleveland median,6.490288322181186
1975-11-01,Dallas trimmed mean,5.901956834741966
1975-12-01,Headline PCE,6.618921104308669
1975-12-01,Core PCE,6.677449168207033
1975-12-01,Cleveland median,6.454273480556267
1975-12-01,Dallas trimmed mean,5.793922524177361
1976-01-01,Headline PCE,6.36384509413746
1976-01-01,Core PCE,6.604387610551711
1976-01-01,Cleveland median,6.400087659201546
1976-01-01,Dallas trimmed mean,5.63606635429737
1976-02-01,Headline PCE,5.926010504681429
1976-02-01,Core PCE,6.276611922141129
1976-02-01,Cleveland median,6.113705963580756
1976-02-01,Dallas trimmed mean,5.443183077849639
1976-03-01,Headline PCE,5.727724462314626
1976-03-01,Core PCE,6.07390038198254
1976-03-01,Cleveland median,6.02869930039725
1976-03-01,Dallas trimmed mean,5.312547609414949
1976-04-01,Headline PCE,5.610161802510191
1976-04-01,Core PCE,5.972901768912294
1976-04-01,Cleveland median,6.066705442241414
1976-04-01,Dallas trimmed mean,5.3083591468082005
1976-05-01,Headline PCE,5.689434445364853
1976-05-01,Core PCE,6.022561181276458
1976-05-01,Cleveland median,5.80504809683346
1976-05-01,Dallas trimmed mean,5.191324016882334
1976-06-01,Headline PCE,5.4931896422691295
1976-06-01,Core PCE,5.937418416439797
1976-06-01,Cleveland median,5.966524450126158
1976-06-01,Dallas trimmed mean,5.333686881487651
1976-07-01,Headline PCE,5.127444069305824
1976-07-01,Core PCE,5.867744087775222
1976-07-01,Cleveland median,5.968590422291896
1976-07-01,Dallas trimmed mean,5.352008042262256
1976-08-01,Headline PCE,5.249353527890648
1976-08-01,Core PCE,6.113553248864093
1976-08-01,Cleveland median,5.886800585146432
1976-08-01,Dallas trimmed mean,5.2886283940668335
1976-09-01,Headline PCE,5.319070724893393
1976-09-01,Core PCE,6.157689764126673
1976-09-01,Cleveland median,6.105103403674477
1976-09-01,Dallas trimmed mean,5.413026436184708
1976-10-01,Headline PCE,5.259118485490831
1976-10-01,Core PCE,6.149009285662061
1976-10-01,Cleveland median,6.06793337195721
1976-10-01,Dallas trimmed mean,5.3513180273299525
1976-11-01,Headline PCE,5.062096012782334
1976-11-01,Core PCE,5.930633738877788
1976-11-01,Cleveland median,5.889517076988085
1976-11-01,Dallas trimmed mean,5.229658088260592
1976-12-01,Headline PCE,5.070422535211264
1976-12-01,Core PCE,5.862392607031978
1976-12-01,Cleveland median,5.847862345877374
1976-12-01,Dallas trimmed mean,5.202731911662383
1977-01-01,Headline PCE,5.281525454218382
1977-01-01,Core PCE,5.965378537566423
1977-01-01,Cleveland median,5.759015869661383
1977-01-01,Dallas trimmed mean,5.141435615758354
1977-02-01,Headline PCE,5.968164995867923
1977-02-01,Core PCE,6.192094437488834
1977-02-01,Cleveland median,5.964809268963208
1977-02-01,Dallas trimmed mean,5.273825119197426
1977-03-01,Headline PCE,6.339468302658474
1977-03-01,Core PCE,6.293008164866109
1977-03-01,Cleveland median,6.143851598062653
1977-03-01,Dallas trimmed mean,5.485890428736411
1977-04-01,Headline PCE,6.7153493699885445
1977-04-01,Core PCE,6.399829527293392
1977-04-01,Cleveland median,6.384035864330755
1977-04-01,Dallas trimmed mean,5.709770473977386
1977-05-01,Headline PCE,6.747657558160242
1977-05-01,Core PCE,6.44043831742664
1977-05-01,Cleveland median,6.579133515936746
1977-05-01,Dallas trimmed mean,5.819939096225269
1977-06-01,Headline PCE,6.877837684449489
1977-06-01,Core PCE,6.643196620313319
1977-06-01,Cleveland median,6.562126768064488
1977-06-01,Dallas trimmed mean,5.843146393940771
1977-07-01,Headline PCE,6.889006529027711
1977-07-01,Core PCE,6.715451139665987
1977-07-01,Cleveland median,6.638891463834611
1977-07-01,Dallas trimmed mean,5.943553270415464
1977-08-01,Headline PCE,6.798638166438536
1977-08-01,Core PCE,6.624660586228501
1977-08-01,Cleveland median,6.634996570561285
1977-08-01,Dallas trimmed mean,5.98594016280876
1977-09-01,Headline PCE,6.603608949076815
1977-09-01,Core PCE,6.451166332110475
1977-09-01,Cleveland median,6.550389961380063
1977-09-01,Dallas trimmed mean,5.9612395759843935
1977-10-01,Headline PCE,6.541439533349532
1977-10-01,Core PCE,6.443725030995992
1977-10-01,Cleveland median,6.458474972186636
1977-10-01,Dallas trimmed mean,5.896734479006199
1977-11-01,Headline PCE,6.667357942762337
1977-11-01,Core PCE,6.510559517279219
1977-11-01,Cleveland median,6.417090128163963
1977-11-01,Dallas trimmed mean,5.7636533954226365
1977-12-01,Headline PCE,6.588987420086596
1977-12-01,Core PCE,6.482302393780273
1977-12-01,Cleveland median,6.539045916163673
1977-12-01,Dallas trimmed mean,5.857155102018623
1978-01-01,Headline PCE,6.598776612104018
1978-01-01,Core PCE,6.4700898152855615
1978-01-01,Cleveland median,6.5545613210233284
1978-01-01,Dallas trimmed mean,5.92420029698026
1978-02-01,Headline PCE,6.262715312627137
1978-02-01,Core PCE,6.228525230748502
1978-02-01,Cleveland median,6.375919890731225
1978-02-01,Dallas trimmed mean,5.749287741713175
1978-03-01,Headline PCE,6.41700404858301
1978-03-01,Core PCE,6.353146384006436
1978-03-01,Cleveland median,6.161572422029423
1978-03-01,Dallas trimmed mean,5.614091869248682
1978-04-01,Headline PCE,6.604722930363607
1978-04-01,Core PCE,6.5155712807503505
1978-04-01,Cleveland median,6.096702581242624
1978-04-01,Dallas trimmed mean,5.5802316518047945
1978-05-01,Headline PCE,6.825084270600428
1978-05-01,Core PCE,6.598698193411252
1978-05-01,Cleveland median,6.20482796070911
1978-05-01,Dallas trimmed mean,5.730000078076316
1978-06-01,Headline PCE,6.9231024526235245
1978-06-01,Core PCE,6.556186451868456
1978-06-01,Cleveland median,6.389988673119461
1978-06-01,Dallas trimmed mean,5.896049119215803
1978-07-01,Headline PCE,6.953478390068341
1978-07-01,Core PCE,6.525804652383613
1978-07-01,Cleveland median,6.303122882635037
1978-07-01,Dallas trimmed mean,5.914153564035303
1978-08-01,Headline PCE,6.996845011173917
1978-08-01,Core PCE,6.572202814326289
1978-08-01,Cleveland median,6.366995409376358
1978-08-01,Dallas trimmed mean,5.987915806795911
1978-09-01,Headline PCE,7.199685689028584
1978-09-01,Core PCE,6.7364588074647145
1978-09-01,Cleveland median,6.375149263267389
1978-09-01,Dallas trimmed mean,6.051193540208956
1978-10-01,Headline PCE,7.5541795665634766
1978-10-01,Core PCE,7.001650111625196
1978-10-01,Cleveland median,6.616311359460454
1978-10-01,Dallas trimmed mean,6.2150828403719345
1978-11-01,Headline PCE,7.546741842454878
1978-11-01,Core PCE,7.023529790452912
1978-11-01,Cleveland median,6.883278559775107
1978-11-01,Dallas trimmed mean,6.559105531164903
1978-12-01,Headline PCE,7.5263616136209635
1978-12-01,Core PCE,6.888269766548177
1978-12-01,Cleveland median,6.9208160540998165
1978-12-01,Dallas trimmed mean,6.66571578121922
1979-01-01,Headline PCE,7.703404500865545
1979-01-01,Core PCE,6.796332845228221
1979-01-01,Cleveland median,7.009529033587441
1979-01-01,Dallas trimmed mean,6.709194172131802
1979-02-01,Headline PCE,7.776253230798687
1979-02-01,Core PCE,6.735373394640874
1979-02-01,Cleveland median,7.208296044662717
1979-02-01,Dallas trimmed mean,7.025830226644587
1979-03-01,Headline PCE,7.919599264472765
1979-03-01,Core PCE,6.768434996530615
1979-03-01,Cleveland median,7.481790309435766
1979-03-01,Dallas trimmed mean,7.213197748400589
1979-04-01,Headline PCE,8.225040118309693
1979-04-01,Core PCE,7.063395067531573
1979-04-01,Cleveland median,7.572147396058966
1979-04-01,Dallas trimmed mean,7.245438140963941
1979-05-01,Headline PCE,8.569732566858264
1979-05-01,Core PCE,7.361600049845805
1979-05-01,Cleveland median,7.500318287618441
1979-05-01,Dallas trimmed mean,7.239045398288084
1979-06-01,Headline PCE,8.756246702051712
1979-06-01,Core PCE,7.3641489559452395
1979-06-01,Cleveland median,7.634405488874862
1979-06-01,Dallas trimmed mean,7.354706638007883
1979-07-01,Headline PCE,8.989596517766188
1979-07-01,Core PCE,7.2717752864358545
1979-07-01,Cleveland median,7.806745474252978
1979-07-01,Dallas trimmed mean,7.400023316204511
1979-08-01,Headline PCE,9.269895874927059
1979-08-01,Core PCE,7.407634336131366
1979-08-01,Cleveland median,7.905813215050145
1979-08-01,Dallas trimmed mean,7.508656840995158
1979-09-01,Headline PCE,9.611508154663767
1979-09-01,Core PCE,7.52056046299117
1979-09-01,Cleveland median,8.168432919409014
1979-09-01,Dallas trimmed mean,7.686664505858104
1979-10-01,Headline PCE,9.632457655364675
1979-10-01,Core PCE,7.517160049590288
1979-10-01,Cleveland median,8.254799913203058
1979-10-01,Dallas trimmed mean,7.799842174422196
1979-11-01,Headline PCE,9.771015366074124
1979-11-01,Core PCE,7.624289452314343
1979-11-01,Cleveland median,8.423151761975262
1979-11-01,Dallas trimmed mean,7.906545005497463
1979-12-01,Headline PCE,10.17843754685859
1979-12-01,Core PCE,7.978309065851747
1979-12-01,Cleveland median,8.434009781416435
1979-12-01,Dallas trimmed mean,7.877187787600576
1980-01-01,Headline PCE,10.49796112748163
1980-01-01,Core PCE,8.244657068765093
1980-01-01,Cleveland median,8.542603818972296
1980-01-01,Dallas trimmed mean,8.030614934555842
1980-02-01,Headline PCE,11.102558029369973
1980-02-01,Core PCE,8.966398288719219
1980-02-01,Cleveland median,8.768706207915884
1980-02-01,Dallas trimmed mean,8.162818521401888
1980-03-01,Headline PCE,11.595182138660391
1980-03-01,Core PCE,9.349521446295654
1980-03-01,Cleveland median,8.88863588311149
1980-03-01,Dallas trimmed mean,8.363688140723212
1980-04-01,Headline PCE,11.019043465619987
1980-04-01,Core PCE,8.903848968242372
1980-04-01,Cleveland median,9.087151372834
1980-04-01,Dallas trimmed mean,8.597561057077769
1980-05-01,Headline PCE,10.736381686857925
1980-05-01,Core PCE,8.835819163136179
1980-05-01,Cleveland median,9.20273047474079
1980-05-01,Dallas trimmed mean,8.560709832291224
1980-06-01,Headline PCE,10.522860893886659
1980-06-01,Core PCE,8.94820372240656
1980-06-01,Cleveland median,9.157728518505806
1980-06-01,Dallas trimmed mean,8.536043288089928
1980-07-01,Headline PCE,10.539583628381251
1980-07-01,Core PCE,9.164776479370644
1980-07-01,Cleveland median,9.316227367265313
1980-07-01,Dallas trimmed mean,8.69075458819664
1980-08-01,Headline PCE,10.614195361911442
1980-08-01,Core PCE,9.229891614375347
1980-08-01,Cleveland median,9.255737152836602
1980-08-01,Dallas trimmed mean,8.591880573025207
1980-09-01,Headline PCE,10.660648109448573
1980-09-01,Core PCE,9.513017365931049
1980-09-01,Cleveland median,9.18125340888632
1980-09-01,Dallas trimmed mean,8.561320843238633
1980-10-01,Headline PCE,10.6434138521917
1980-10-01,Core PCE,9.61273448266165
1980-10-01,Cleveland median,9.272642585790194
1980-10-01,Dallas trimmed mean,8.66990334583626
1980-11-01,Headline PCE,10.775944885131622
1980-11-01,Core PCE,9.775318578135469
1980-11-01,Cleveland median,9.14957946584154
1980-11-01,Dallas trimmed mean,8.56749491111573
1980-12-01,Headline PCE,10.566428046490131
1980-12-01,Core PCE,9.64734607807776
1980-12-01,Cleveland median,9.225436782496303
1980-12-01,Dallas trimmed mean,8.640402913111316
1981-01-01,Headline PCE,10.470315698739356
1981-01-01,Core PCE,9.76456009913258
1981-01-01,Cleveland median,9.308249197934131
1981-01-01,Dallas trimmed mean,8.661950748578988
1981-02-01,Headline PCE,10.39279432926503
1981-02-01,Core PCE,9.474602611991173
1981-02-01,Cleveland median,9.213651325808144
1981-02-01,Dallas trimmed mean,8.60745943161561
1981-03-01,Headline PCE,9.813883697054251
1981-03-01,Core PCE,9.071507685657949
1981-03-01,Cleveland median,9.161874506653248
1981-03-01,Dallas trimmed mean,8.588250687212337
1981-04-01,Headline PCE,9.721094670682191
1981-04-01,Core PCE,9.207944741580889
1981-04-01,Cleveland median,9.044763347463117
1981-04-01,Dallas trimmed mean,8.403414299948906
1981-05-01,Headline PCE,9.362818980302492
1981-05-01,Core PCE,9.080971551976958
1981-05-01,Cleveland median,9.088448006434007
1981-05-01,Dallas trimmed mean,8.505032040732203
1981-06-01,Headline PCE,9.110393802453203
1981-06-01,Core PCE,8.901896387329174
1981-06-01,Cleveland median,8.848398484311787
1981-06-01,Dallas trimmed mean,8.316968519871764
1981-07-01,Headline PCE,8.922256956900526
1981-07-01,Core PCE,8.795139528155488
1981-07-01,Cleveland median,8.57981762845752
1981-07-01,Dallas trimmed mean,8.071397106784246
1981-08-01,Headline PCE,8.698635358694816
1981-08-01,Core PCE,8.73720493001882
1981-08-01,Cleveland median,8.68408677975296
1981-08-01,Dallas trimmed mean,8.099414745658578
1981-09-01,Headline PCE,8.354525997733859
1981-09-01,Core PCE,8.427969061230826
1981-09-01,Cleveland median,8.588181772131122
1981-09-01,Dallas trimmed mean,8.027888462916891
1981-10-01,Headline PCE,7.9809157445107815
1981-10-01,Core PCE,8.184733803720334
1981-10-01,Cleveland median,8.444168710142819
1981-10-01,Dallas trimmed mean,7.840753464831778
1981-11-01,Headline PCE,7.683540226467443
1981-11-01,Core PCE,7.965480372689797
1981-11-01,Cleveland median,8.211004375235078
1981-11-01,Dallas trimmed mean,7.642468037315723
1981-12-01,Headline PCE,7.318874473794338
1981-12-01,Core PCE,7.718001923174242
1981-12-01,Cleveland median,7.981216841561832
1981-12-01,Dallas trimmed mean,7.4527076885874095
1982-01-01,Headline PCE,6.929848089536961
1982-01-01,Core PCE,7.4458744135872195
1982-01-01,Cleveland median,7.7215990982615494
1982-01-01,Dallas trimmed mean,7.18104929390509
1982-02-01,Headline PCE,6.177279969101534
1982-02-01,Core PCE,7.078103207810329
1982-02-01,Cleveland median,7.426232483389697
1982-02-01,Dallas trimmed mean,6.869860803972827
1982-03-01,Headline PCE,5.712573414838772
1982-03-01,Core PCE,6.952321981424149
1982-03-01,Cleveland median,6.977415752564767
1982-03-01,Dallas trimmed mean,6.440309489370108
1982-04-01,Headline PCE,5.305869155309438
1982-04-01,Core PCE,6.694066399232156
1982-04-01,Cleveland median,6.798787391440925
1982-04-01,Dallas trimmed mean,6.277526348230182
1982-05-01,Headline PCE,5.458001663300465
1982-05-01,Core PCE,6.540708332314921
1982-05-01,Cleveland median,6.425339791189842
1982-05-01,Dallas trimmed mean,5.945861024424204
1982-06-01,Headline PCE,5.800771542849034
1982-06-01,Core PCE,6.544738186151704
1982-06-01,Cleveland median,6.385744775450348
1982-06-01,Dallas trimmed mean,5.888077395655827
1982-07-01,Headline PCE,5.789498447351079
1982-07-01,Core PCE,6.592529916596163
1982-07-01,Cleveland median,6.373413942259447
1982-07-01,Dallas trimmed mean,5.8545064706440115
1982-08-01,Headline PCE,5.4565857764062144
1982-08-01,Core PCE,6.370971615196197
1982-08-01,Cleveland median,6.315620800255402
1982-08-01,Dallas trimmed mean,5.881571450557516
1982-09-01,Headline PCE,5.112355634048285
1982-09-01,Core PCE,6.069426219730417
1982-09-01,Cleveland median,6.092050073823003
1982-09-01,Dallas trimmed mean,5.599916117873917
1982-10-01,Headline PCE,5.22577958730453
1982-10-01,Core PCE,6.1093323846792345
1982-10-01,Cleveland median,5.78952495912641
1982-10-01,Dallas trimmed mean,5.255450191351002
1982-11-01,Headline PCE,4.979291302346994
1982-11-01,Core PCE,5.882907736200508
1982-11-01,Cleveland median,5.759629767229086
1982-11-01,Dallas trimmed mean,5.188824883518066
1982-12-01,Headline PCE,4.814882782034218
1982-12-01,Core PCE,5.828321744033076
1982-12-01,Cleveland median,5.516830871651337
1982-12-01,Dallas trimmed mean,4.910511859839531
1983-01-01,Headline PCE,4.681549722938001
1983-01-01,Core PCE,5.902542669686412
1983-01-01,Cleveland median,5.339393731741993
1983-01-01,Dallas trimmed mean,4.729837442632686
1983-02-01,Headline PCE,4.544731158349435
1983-02-01,Core PCE,5.886867935060707
1983-02-01,Cleveland median,5.320845620852509
1983-02-01,Dallas trimmed mean,4.753223220307049
1983-03-01,Headline PCE,4.410630867613037
1983-03-01,Core PCE,5.560187115001611
1983-03-01,Cleveland median,5.299404899385223
1983-03-01,Dallas trimmed mean,4.683095111612204
1983-04-01,Headline PCE,4.834542157751585
1983-04-01,Core PCE,5.462136415011628
1983-04-01,Cleveland median,4.96768279043269
1983-04-01,Dallas trimmed mean,4.443906863978867
1983-05-01,Headline PCE,4.510837727006447
1983-05-01,Core PCE,5.0425566083186055
1983-05-01,Cleveland median,5.169038408631607
1983-05-01,Dallas trimmed mean,4.567543741365213
1983-06-01,Headline PCE,4.145042949176812
1983-06-01,Core PCE,5.005934989043098
1983-06-01,Cleveland median,4.883306315852181
1983-06-01,Dallas trimmed mean,4.331713217080548
1983-07-01,Headline PCE,4.1161689163646145
1983-07-01,Core PCE,5.032658985757067
1983-07-01,Cleveland median,4.6638430554429675
1983-07-01,Dallas trimmed mean,4.157276436561148
1983-08-01,Headline PCE,4.238715970559554
1983-08-01,Core PCE,5.090868043797258
1983-08-01,Cleveland median,4.4207282018096805
1983-08-01,Dallas trimmed mean,3.8797081106934854
1983-09-01,Headline PCE,4.315433422501286
1983-09-01,Core PCE,5.126071211678166
1983-09-01,Cleveland median,4.305259271512881
1983-09-01,Dallas trimmed mean,3.7910578785699443
1983-10-01,Headline PCE,3.908809110295252
1983-10-01,Core PCE,4.648979683064752
1983-10-01,Cleveland median,4.29455348963603
1983-10-01,Dallas trimmed mean,3.8617796259696746
1983-11-01,Headline PCE,3.7436436963001825
1983-11-01,Core PCE,4.507192802743518
1983-11-01,Cleveland median,4.024847922363634
1983-11-01,Dallas trimmed mean,3.6302238211141713
1983-12-01,Headline PCE,3.643884183572979
1983-12-01,Core PCE,4.253146573730831
1983-12-01,Cleveland median,4.160271137362258
1983-12-01,Dallas trimmed mean,3.7393577619557306
1984-01-01,Headline PCE,3.6117283143815655
1984-01-01,Core PCE,3.8891461075468072
1984-01-01,Cleveland median,4.088222612689989
1984-01-01,Dallas trimmed mean,3.7147260412191656
1984-02-01,Headline PCE,4.131871955462756
1984-02-01,Core PCE,4.158154859967041
1984-02-01,Cleveland median,3.9948957689899203
1984-02-01,Dallas trimmed mean,3.6481886773525076
1984-03-01,Headline PCE,4.339421844797258
1984-03-01,Core PCE,4.4205076453941246
1984-03-01,Cleveland median,4.0785452836204
1984-03-01,Dallas trimmed mean,3.7038968279107394
1984-04-01,Headline PCE,4.261345210040417
1984-04-01,Core PCE,4.595262570809936
1984-04-01,Cleveland median,4.273474619156232
1984-04-01,Dallas trimmed mean,3.8568262923221397
1984-05-01,Headline PCE,4.098395998620205
1984-05-01,Core PCE,4.6869198680848285
1984-05-01,Cleveland median,4.22668264308345
1984-05-01,Dallas trimmed mean,3.840159344329493
1984-06-01,Headline PCE,3.8962991601692494
1984-06-01,Core PCE,4.445555531401496
1984-06-01,Cleveland median,4.2124535493564395
1984-06-01,Dallas trimmed mean,3.7642964489467374
1984-07-01,Headline PCE,3.682187099530097
1984-07-01,Core PCE,4.193388179914052
1984-07-01,Cleveland median,4.270491086332299
1984-07-01,Dallas trimmed mean,3.787434841672848
1984-08-01,Headline PCE,3.5580603998298415
1984-08-01,Core PCE,4
1984-08-01,Cleveland median,4.348527790527285
1984-08-01,Dallas trimmed mean,3.878772317710883
1984-09-01,Headline PCE,3.3358058705097022
1984-09-01,Core PCE,3.7399974324960397
1984-09-01,Cleveland median,4.40817741657564
1984-09-01,Dallas trimmed mean,3.953342088982396
1984-10-01,Headline PCE,3.4042103036073144
1984-10-01,Core PCE,3.788898143995212
1984-10-01,Cleveland median,4.432798123990338
1984-10-01,Dallas trimmed mean,3.9392279268391803
1984-11-01,Headline PCE,3.4036170032958495
1984-11-01,Core PCE,3.7673130193905706
1984-11-01,Cleveland median,4.504019165924291
1984-11-01,Dallas trimmed mean,4.004631716739752
1984-12-01,Headline PCE,3.6382448583132714
1984-12-01,Core PCE,4.1009262216544045
1984-12-01,Cleveland median,4.339870954362723
1984-12-01,Dallas trimmed mean,3.837006366412666
1985-01-01,Headline PCE,3.70448238163317
1985-01-01,Core PCE,4.337768723074632
1985-01-01,Cleveland median,4.565203998808798
1985-01-01,Dallas trimmed mean,3.9496102515258684
1985-02-01,Headline PCE,3.489683401553762
1985-02-01,Core PCE,4.222025391201669
1985-02-01,Cleveland median,4.482871824088647
1985-02-01,Dallas trimmed mean,3.8034918614689985
1985-03-01,Headline PCE,3.5552965175579203
1985-03-01,Core PCE,4.1913525778394245
