group,sample,target,lb,beta,rmse
4,long,b_2_39,28,7,2.2250639044073406
4,long,b_2_39,28,6,2.3741916731902224
4,long,b_2_39,28,5,2.555702153146512
4,long,b_2_39,28,4,2.784748366856292
4,long,b_2_39,28,3,3.078371578547109
4,long,b_2_39,28,2,3.483712747847107
4,long,b_2_39,28,1,4.0157382797289545
4,long,b_2_39,28,0,4.929983912775444
4,long,b_2_39,29,50,1.5900319926217126
4,long,b_2_39,29,49,1.5585132442672542
4,long,b_2_39,29,48,1.527988152155265
4,long,b_2_39,29,47,1.4985346794118062
4,long,b_2_39,29,46,1.471184185748772
4,long,b_2_39,29,45,1.4451354143829926
4,long,b_2_39,29,44,1.4206260000455728
4,long,b_2_39,29,43,1.397600217134454
4,long,b_2_39,29,42,1.376322095767696
4,long,b_2_39,29,41,1.3566972345432178
4,long,b_2_39,29,40,1.338608012170282
4,long,b_2_39,29,39,1.3218132863888477
4,long,b_2_39,29,38,1.3065182590547033
4,long,b_2_39,29,37,1.2926477794389326
4,long,b_2_39,29,36,1.2801244216168524
4,long,b_2_39,29,35,1.2691654375871408
4,long,b_2_39,29,34,1.2601600461332398
4,long,b_2_39,29,33,1.253123166941052
4,long,b_2_39,29,32,1.2482312668380067
4,long,b_2_39,29,31,1.2455774248387252
4,long,b_2_39,29,30,1.2454141942816268
4,long,b_2_39,29,29,1.2479083560079614
4,long,b_2_39,29,28,1.2526541823140105
4,long,b_2_39,29,27,1.260329400240153
4,long,b_2_39,29,26,1.2698609929338986
4,long,b_2_39,29,25,1.2818692678728576
4,long,b_2_39,29,24,1.2968667528782474
4,long,b_2_39,29,23,1.3148914180116664
4,long,b_2_39,29,22,1.3363672944344844
4,long,b_2_39,29,21,1.3610373453430953
4,long,b_2_39,29,20,1.3893346093502728
4,long,b_2_39,29,19,1.4211268701800712
4,long,b_2_39,29,18,1.4563359806856164
4,long,b_2_39,29,17,1.4962557835623573
4,long,b_2_39,29,16,1.5406359600417683
4,long,b_2_39,29,15,1.5917141546130165
4,long,b_2_39,29,14,1.6464735008982716
4,long,b_2_39,29,13,1.7086189175523598
4,long,b_2_39,29,12,1.777428701797746
4,long,b_2_39,29,11,1.8543394131537723
4,long,b_2_39,29,10,1.9412664971564417
4,long,b_2_39,29,9,2.0387112711600093
4,long,b_2_39,29,8,2.1511363626118576
4,long,b_2_39,29,7,2.2828851999031037
4,long,b_2_39,29,6,2.434758961433706
4,long,b_2_39,29,5,2.6193778497938895
4,long,b_2_39,29,4,2.8521301048334293
4,long,b_2_39,29,3,3.1501988971678987
4,long,b_2_39,29,2,3.5614201564418737
4,long,b_2_39,29,1,4.101148191730871
4,long,b_2_39,29,0,5.029082167889773
4,long,b_2_39,30,50,1.5588021042930846
4,long,b_2_39,30,49,1.5287635602488174
4,long,b_2_39,30,48,1.4997646892300023
4,long,b_2_39,30,47,1.4718587288398786
4,long,b_2_39,30,46,1.4461238549002167
4,long,b_2_39,30,45,1.4217271450460403
4,long,b_2_39,30,44,1.3989091322775524
4,long,b_2_39,30,43,1.3776343857211186
4,long,b_2_39,30,42,1.3581711160651837
4,long,b_2_39,30,41,1.3404045088870702
4,long,b_2_39,30,40,1.3242163926106525
4,long,b_2_39,30,39,1.309362688389426
4,long,b_2_39,30,38,1.2960490407331307
4,long,b_2_39,30,37,1.284221877682585
4,long,b_2_39,30,36,1.2737658390814939
4,long,b_2_39,30,35,1.264924309642525
4,long,b_2_39,30,34,1.258091801559176
4,long,b_2_39,30,33,1.2532656963613156
4,long,b_2_39,30,32,1.2506464984464432
4,long,b_2_39,30,31,1.2502741039867602
4,long,b_2_39,30,30,1.2524084615569415
4,long,b_2_39,30,29,1.2572226527564236
4,long,b_2_39,30,28,1.2642879353641172
4,long,b_2_39,30,27,1.2742683487335404
4,long,b_2_39,30,26,1.2861155041647876
4,long,b_2_39,30,25,1.3003987031068656
4,long,b_2_39,30,24,1.3176576874347676
4,long,b_2_39,30,23,1.3378989297459547
4,long,b_2_39,30,22,1.36156047075294
4,long,b_2_39,30,21,1.3883633485732698
4,long,b_2_39,30,20,1.4188179997636734
4,long,b_2_39,30,19,1.4527235915360084
4,long,b_2_39,30,18,1.490019514474697
4,long,b_2_39,30,17,1.5319769556967004
4,long,b_2_39,30,16,1.5784022728111895
4,long,b_2_39,30,15,1.6314695055459951
4,long,b_2_39,30,14,1.6882271175492332
4,long,b_2_39,30,13,1.7523560777577136
4,long,b_2_39,30,12,1.8231397445821653
4,long,b_2_39,30,11,1.9020759623993513
4,long,b_2_39,30,10,1.9911021264506312
4,long,b_2_39,30,9,2.090735743486231
4,long,b_2_39,30,8,2.205491864974412
4,long,b_2_39,30,7,2.339756198334146
4,long,b_2_39,30,6,2.494367576890876
4,long,b_2_39,30,5,2.682098359931118
4,long,b_2_39,30,4,2.9185647462191358
4,long,b_2_39,30,3,3.221103525503645
4,long,b_2_39,30,2,3.6382518636816883
4,long,b_2_39,30,1,4.1857809665886245
4,long,b_2_39,30,0,5.127604699204692
4,long,b_2_39,31,50,1.529787514668288
4,long,b_2_39,31,49,1.501327488361983
4,long,b_2_39,31,48,1.473959036923748
4,long,b_2_39,31,47,1.447701093050122
4,long,b_2_39,31,46,1.4236833154213717
4,long,b_2_39,31,45,1.4010372947723202
4,long,b_2_39,31,44,1.3800022428237442
4,long,b_2_39,31,43,1.360566542751698
4,long,b_2_39,31,42,1.3429972141093245
4,long,b_2_39,31,41,1.3271628357416931
4,long,b_2_39,31,40,1.312936522375893
4,long,b_2_39,31,39,1.3000812565763311
4,long,b_2_39,31,38,1.2888061990425663
4,long,b_2_39,31,37,1.279072421170912
4,long,b_2_39,31,36,1.2707283760139378
4,long,b_2_39,31,35,1.2640484176239595
4,long,b_2_39,31,34,1.2594181235538362
4,long,b_2_39,31,33,1.2568202239863133
4,long,b_2_39,31,32,1.2564777921239632
4,long,b_2_39,31,31,1.2583781558057268
4,long,b_2_39,31,30,1.2627865134898604
4,long,b_2_39,31,29,1.2698848632993154
4,long,b_2_39,31,28,1.2792202835887734
4,long,b_2_39,31,27,1.2914430108014152
4,long,b_2_39,31,26,1.305529406810347
4,long,b_2_39,31,25,1.3220028419304997
4,long,b_2_39,31,24,1.3414317606934354
4,long,b_2_39,31,23,1.3637912894769948
4,long,b_2_39,31,22,1.3895349606544494
4,long,b_2_39,31,21,1.4183664028303984
4,long,b_2_39,31,20,1.4508737515238626
4,long,b_2_39,31,19,1.4867894696919848
4,long,b_2_39,31,18,1.5260706428237927
4,long,b_2_39,31,17,1.5699660678420058
4,long,b_2_39,31,16,1.6183405933907589
4,long,b_2_39,31,15,1.6733022355241416
4,long,b_2_39,31,14,1.7319694498396991
4,long,b_2_39,31,13,1.798004536658354
4,long,b_2_39,31,12,1.870695819721713
4,long,b_2_39,31,11,1.9515985434138885
4,long,b_2_39,31,10,2.042671290372718
4,long,b_2_39,31,9,2.1444581102248614
4,long,b_2_39,31,8,2.261523053124203
4,long,b_2_39,31,7,2.3982979111297884
4,long,b_2_39,31,6,2.5556736470297503
4,long,b_2_39,31,5,2.7465749427319475
4,long,b_2_39,31,4,2.986887129613107
4,long,b_2_39,31,3,3.2940880141910234
4,long,b_2_39,31,2,3.717465897426969
4,long,b_2_39,31,1,4.27315225388084
4,long,b_2_39,31,0,5.229375945441701
4,long,b_2_39,32,50,1.5018470542191045
4,long,b_2_39,32,49,1.4749960660585364
4,long,b_2_39,32,48,1.4492842271273847
4,long,b_2_39,32,47,1.4246906511157276
4,long,b_2_39,32,46,1.4024084077524455
4,long,b_2_39,32,45,1.3815246488030006
4,long,b_2_39,32,44,1.3622781752113482
4,long,b_2_39,32,43,1.3446874112197236
4,long,b_2_39,32,42,1.3290112967247858
4,long,b_2_39,32,41,1.315107543380371
4,long,b_2_39,32,40,1.30283554579364
4,long,b_2_39,32,39,1.2919655259155258
4,long,b_2_39,32,38,1.2827091625460667
4,long,b_2_39,32,37,1.275040537672115
4,long,b_2_39,32,36,1.2687732983593258
4,long,b_2_39,32,35,1.264209284211892
4,long,b_2_39,32,34,1.2617229275240713
4,long,b_2_39,32,33,1.261286725727016
4,long,b_2_39,32,32,1.2631474142836374
4,long,b_2_39,32,31,1.2672446785074811
4,long,b_2_39,32,30,1.2738466721308142
4,long,b_2_39,32,29,1.2831441215927293
4,long,b_2_39,32,28,1.2946587593873204
4,long,b_2_39,32,27,1.30903166894004
4,long,b_2_39,32,26,1.325264204758817
4,long,b_2_39,32,25,1.3438364519305561
4,long,b_2_39,32,24,1.3653449518297007
4,long,b_2_39,32,23,1.389731677418805
4,long,b_2_39,32,22,1.4174658183332458
4,long,b_2_39,32,21,1.448236805397974
4,long,b_2_39,32,20,1.4827096571798597
4,long,b_2_39,32,19,1.52055161729103
4,long,b_2_39,32,18,1.5617399588984642
4,long,b_2_39,32,17,1.607499817833417
4,long,b_2_39,32,16,1.6577540468250842
4,long,b_2_39,32,15,1.7145516186108478
4,long,b_2_39,32,14,1.775077279358574
4,long,b_2_39,32,13,1.8429736050879437
4,long,b_2_39,32,12,1.9175331513537708
4,long,b_2_39,32,11,2.00037082615426
4,long,b_2_39,32,10,2.0934644743706796
4,long,b_2_39,32,9,2.1973874112675063
4,long,b_2_39,32,8,2.3167515776776386
4,long,b_2_39,32,7,2.4560438999573537
4,long,b_2_39,32,6,2.6161973363090376
4,long,b_2_39,32,5,2.8103006164371416
4,long,b_2_39,32,4,3.0544773544644226
4,long,b_2_39,32,3,3.3663669219036865
4,long,b_2_39,32,2,3.795960040579036
4,long,b_2_39,32,1,4.359835939299569
4,long,b_2_39,32,0,5.33068541103383
4,long,b_2_39,33,50,1.4765036159460836
4,long,b_2_39,33,49,1.451307811392823
4,long,b_2_39,33,48,1.4272927993986573
4,long,b_2_39,33,47,1.4043981183096554
4,long,b_2_39,33,46,1.3838896784347086
4,long,b_2_39,33,45,1.3648034195977647
4,long,b_2_39,33,44,1.3473779654426081
4,long,b_2_39,33,43,1.3316675700440008
4,long,b_2_39,33,42,1.3179141852917848
4,long,b_2_39,33,41,1.305963225578678
4,long,b_2_39,33,40,1.2956572465595333
4,long,b_2_39,33,39,1.2867783669471013
4,long,b_2_39,33,38,1.2795376711166722
4,long,b_2_39,33,37,1.2739219628607472
4,long,b_2_39,33,36,1.269716182448718
4,long,b_2_39,33,35,1.2672432125010624
4,long,b_2_39,33,34,1.2668699757416289
4,long,b_2_39,33,33,1.268565250333984
4,long,b_2_39,33,32,1.2725909312130068
4,long,b_2_39,33,31,1.278836051140921
4,long,b_2_39,33,30,1.2875714594852428
4,long,b_2_39,33,29,1.2990006808707142
4,long,b_2_39,33,28,1.3126218447000515
4,long,b_2_39,33,27,1.329062773135605
4,long,b_2_39,33,26,1.347355567639034
4,long,b_2_39,33,25,1.367936827369752
4,long,b_2_39,33,24,1.391433271778795
4,long,b_2_39,33,23,1.417752742708886
4,long,b_2_39,33,22,1.447387308147317
4,long,b_2_39,33,21,1.4800098271528754
4,long,b_2_39,33,20,1.5163592785471067
4,long,b_2_39,33,19,1.5560400575377984
4,long,b_2_39,33,18,1.5990504026339767
4,long,b_2_39,33,17,1.6465937679640312
4,long,b_2_39,33,16,1.6986576964809263
4,long,b_2_39,33,15,1.7572273455635403
4,long,b_2_39,33,14,1.8195502458213186
4,long,b_2_39,33,13,1.8892505347401418
4,long,b_2_39,33,12,1.965627426254253
4,long,b_2_39,33,11,2.0503621978120083
4,long,b_2_39,33,10,2.145450535484873
4,long,b_2_39,33,9,2.251484675639005
4,long,b_2_39,33,8,2.3731361398070483
4,long,b_2_39,33,7,2.5149393379710414
4,long,b_2_39,33,6,2.6778738459668414
4,long,b_2_39,33,5,2.875192034114169
4,long,b_2_39,33,4,3.123305735560031
4,long,b_2_39,33,3,3.4400424937180283
4,long,b_2_39,33,2,3.876192635159971
4,long,b_2_39,33,1,4.4486700090742985
4,long,b_2_39,33,0,5.434685729967792
4,long,b_2_39,34,50,1.4523601092414915
4,long,b_2_39,34,49,1.4288569572041443
4,long,b_2_39,34,48,1.4065605446582656
4,long,b_2_39,34,47,1.385376550207611
4,long,b_2_39,34,46,1.3666513429940519
4,long,b_2_39,34,45,1.3493676654736766
4,long,b_2_39,34,44,1.3337636266460884
4,long,b_2_39,34,43,1.3199346603965811
4,long,b_2_39,34,42,1.308103487888221
4,long,b_2_39,34,41,1.29810636617984
4,long,b_2_39,34,40,1.2897611642692592
4,long,b_2_39,34,39,1.2828681348420043
4,long,b_2_39,34,38,1.2776332531546186
4,long,b_2_39,34,37,1.2740572988617744
4,long,b_2_39,34,36,1.2718956583745897
4,long,b_2_39,34,35,1.2714893300851389
4,long,b_2_39,34,34,1.273194402361952
4,long,b_2_39,34,33,1.2769741673405912
4,long,b_2_39,34,32,1.28310738559052
4,long,b_2_39,34,31,1.291439193285599
4,long,b_2_39,34,30,1.3022459131817612
4,long,b_2_39,34,29,1.3157381025098092
4,long,b_2_39,34,28,1.3313927773206216
4,long,b_2_39,34,27,1.3498246680355364
4,long,b_2_39,34,26,1.3700997809940652
4,long,b_2_39,34,25,1.3926118914008057
4,long,b_2_39,34,24,1.4180175327989153
4,long,b_2_39,34,23,1.4461920639724102
4,long,b_2_39,34,22,1.4776506714249353
4,long,b_2_39,34,21,1.5120505518029024
4,long,b_2_39,34,20,1.5502046840661532
4,long,b_2_39,34,19,1.5916580983492508
4,long,b_2_39,34,18,1.6364301245416206
4,long,b_2_39,34,17,1.6857018748345507
4,long,b_2_39,34,16,1.73952052986803
4,long,b_2_39,34,15,1.7998176675765531
4,long,b_2_39,34,14,1.8639005579319023
4,long,b_2_39,34,13,1.9353790599554341
4,long,b_2_39,34,12,2.013557374640629
4,long,b_2_39,34,11,2.1001807864943736
4,long,b_2_39,34,10,2.1972642493317918
4,long,b_2_39,34,9,2.305427177816747
4,long,b_2_39,34,8,2.4293895451806677
4,long,b_2_39,34,7,2.5737455128897535
4,long,b_2_39,34,6,2.7395268356058935
4,long,b_2_39,34,5,2.940168762138602
4,long,b_2_39,34,4,3.192338753913231
4,long,b_2_39,34,3,3.5140471922590053
4,long,b_2_39,34,2,3.9568535710949613
4,long,b_2_39,34,1,4.538083569242854
4,long,b_2_39,34,0,5.539673985057641
4,long,b_2_39,35,50,1.42989731371251
4,long,b_2_39,35,49,1.408184699078384
4,long,b_2_39,35,48,1.3876914822458812
4,long,b_2_39,35,47,1.3682929158191777
4,long,b_2_39,35,46,1.351420361382431
4,long,b_2_39,35,45,1.336000214609482
4,long,b_2_39,35,44,1.3222665091606067
4,long,b_2_39,35,43,1.3103598650931843
4,long,b_2_39,35,42,1.3004799870084849
4,long,b_2_39,35,41,1.2924575711658628
4,long,b_2_39,35,40,1.286086578442074
4,long,b_2_39,35,39,1.2811826588809367
4,long,b_2_39,35,38,1.277945847311012
4,long,b_2_39,35,37,1.2763894153537962
4,long,b_2_39,35,36,1.2762458148624731
4,long,b_2_39,35,35,1.2778720931763825
4,long,b_2_39,35,34,1.2816112578626637
4,long,b_2_39,35,33,1.2874265524168926
4,long,b_2_39,35,32,1.2956081375379402
4,long,b_2_39,35,31,1.305957888467365
4,long,b_2_39,35,30,1.3187593878111887
4,long,b_2_39,35,29,1.334232059583741
4,long,b_2_39,35,28,1.351831861394127
4,long,b_2_39,35,27,1.372164512931309
4,long,b_2_39,35,26,1.394333473046395
4,long,b_2_39,35,25,1.4186880211486304
4,long,b_2_39,35,24,1.4459148827393995
4,long,b_2_39,35,23,1.4758560755332615
4,long,b_2_39,35,22,1.5090553226607972
4,long,b_2_39,35,21,1.545152162327841
4,long,b_2_39,35,20,1.5850325094576112
4,long,b_2_39,35,19,1.628183010156615
4,long,b_2_39,35,18,1.6746452414502333
4,long,b_2_39,35,17,1.7255782699201292
4,long,b_2_39,35,16,1.7810900111693757
4,long,b_2_39,35,15,1.8430604048768084
4,long,b_2_39,35,14,1.9088533401446708
4,long,b_2_39,35,13,1.9820657893207472
4,long,b_2_39,35,12,2.062007858001362
4,long,b_2_39,35,11,2.1504877827635385
4,long,b_2_39,35,10,2.2495391398746487
4,long,b_2_39,35,9,2.359807505581722
4,long,b_2_39,35,8,2.4860675521383935
4,long,b_2_39,35,7,2.632974551147995
4,long,b_2_39,35,6,2.801611670443188
4,long,b_2_39,35,5,3.0055960968137785
4,long,b_2_39,35,4,3.261863755128722
4,long,b_2_39,35,3,3.5886309516320676
4,long,b_2_39,35,2,4.038233918141832
4,long,b_2_39,35,1,4.628421866572199
4,long,b_2_39,35,0,5.645953204378862
4,long,b_2_39,36,50,1.4101082889189986
4,long,b_2_39,36,49,1.390194132572781
4,long,b_2_39,36,48,1.3715052646935213
4,long,b_2_39,36,47,1.3538872943756655
4,long,b_2_39,36,46,1.338862230316288
4,long,b_2_39,36,45,1.3252978475118622
4,long,b_2_39,36,44,1.3134255346460537
4,long,b_2_39,36,43,1.3034329844968746
4,long,b_2_39,36,42,1.2954964876541113
4,long,b_2_39,36,41,1.2894350934432004
4,long,b_2_39,36,40,1.2850186628729896
4,long,b_2_39,36,39,1.2820785076982923
4,long,b_2_39,36,38,1.2808175349782123
4,long,b_2_39,36,37,1.2812550059933592
4,long,b_2_39,36,36,1.2830971282917307
4,long,b_2_39,36,35,1.286717407229284
4,long,b_2_39,36,34,1.2924451419192506
4,long,b_2_39,36,33,1.3002419495943027
4,long,b_2_39,36,32,1.3104081373066263
4,long,b_2_39,36,31,1.3227052654858862
4,long,b_2_39,36,30,1.3374276002014738
4,long,b_2_39,36,29,1.3548057704852725
4,long,b_2_39,36,28,1.3742781727488143
4,long,b_2_39,36,27,1.3964372974936168
4,long,b_2_39,36,26,1.4204217718601295
4,long,b_2_39,36,25,1.4465403087319015
4,long,b_2_39,36,24,1.4755098617161682
4,long,b_2_39,36,23,1.5071417615478324
4,long,b_2_39,36,22,1.5420077708980846
4,long,b_2_39,36,21,1.5797291779469116
4,long,b_2_39,36,20,1.6212650357844305
4,long,b_2_39,36,19,1.666046764197168
4,long,b_2_39,36,18,1.7141394443834501
4,long,b_2_39,36,17,1.7666759751728582
4,long,b_2_39,36,16,1.8238276455673923
4,long,b_2_39,36,15,1.8874262765837497
4,long,b_2_39,36,14,1.954890825572417
4,long,b_2_39,36,13,2.0298061565110173
4,long,b_2_39,36,12,2.111485601568638
4,long,b_2_39,36,11,2.201800289763484
4,long,b_2_39,36,10,2.3028047145132047
4,long,b_2_39,36,9,2.4151729465088017
4,long,b_2_39,36,8,2.543739426683452
4,long,b_2_39,36,7,2.693221715052289
4,long,b_2_39,36,6,2.864757186865464
4,long,b_2_39,36,5,3.072160295292543
4,long,b_2_39,36,4,3.3326384849696375
4,long,b_2_39,36,3,3.6646020753971214
4,long,b_2_39,36,2,4.121183726190797
4,long,b_2_39,36,1,4.720596364823907
4,long,b_2_39,36,0,5.754616332188257
4,long,b_2_39,37,50,1.3929925800497098
4,long,b_2_39,37,49,1.3748108854422156
4,long,b_2_39,37,48,1.3578521156932875
4,long,b_2_39,37,47,1.3419434922186713
4,long,b_2_39,37,46,1.3287055948094528
4,long,b_2_39,37,45,1.3169412093248496
4,long,b_2_39,37,44,1.3068683198359619
4,long,b_2_39,37,43,1.2987341529907208
4,long,b_2_39,37,42,1.2926778932386263
4,long,b_2_39,37,41,1.288511097711282
4,long,b_2_39,37,40,1.2859824444752028
4,long,b_2_39,37,39,1.2849312164589142
4,long,b_2_39,37,38,1.2855647347568173
4,long,b_2_39,37,37,1.2879106003059968
4,long,b_2_39,37,36,1.2916490434796226
4,long,b_2_39,37,35,1.2971671803326617
4,long,b_2_39,37,34,1.3047858378231842
4,long,b_2_39,37,33,1.314465032050364
4,long,b_2_39,37,32,1.3265102007383713
4,long,b_2_39,37,31,1.3406480972059784
4,long,b_2_39,37,30,1.3571822958107933
4,long,b_2_39,37,29,1.3763579588361274
4,long,b_2_39,37,28,1.397595098274107
4,long,b_2_39,37,27,1.4214760177647083
4,long,b_2_39,37,26,1.4471747834163036
4,long,b_2_39,37,25,1.4749625160645836
4,long,b_2_39,37,24,1.5055845650800197
4,long,b_2_39,37,23,1.5388210689452793
4,long,b_2_39,37,22,1.5752744186170131
4,long,b_2_39,37,21,1.6145455123715284
4,long,b_2_39,37,20,1.6576678605373678
4,long,b_2_39,37,19,1.704018638507101
4,long,b_2_39,37,18,1.7536864517355493
4,long,b_2_39,37,17,1.8077773021748496
4,long,b_2_39,37,16,1.8665263416762623
4,long,b_2_39,37,15,1.9317173515809987
4,long,b_2_39,37,14,2.000820209424368
4,long,b_2_39,37,13,2.0774132282182753
4,long,b_2_39,37,12,2.1608110963371434
4,long,b_2_39,37,11,2.25294865987542
4,long,b_2_39,37,10,2.3559020558907817
4,long,b_2_39,37,9,2.47037359999473
4,long,b_2_39,37,8,2.6012573990447687
4,long,b_2_39,37,7,2.7533360627489127
4,long,b_2_39,37,6,2.927803815348508
4,long,b_2_39,37,5,3.1386810186159555
4,long,b_2_39,37,4,3.403446880830156
4,long,b_2_39,37,3,3.7407160642563224
4,long,b_2_39,37,2,4.204457278136402
4,long,b_2_39,37,1,4.813337458483741
4,long,b_2_39,37,0,5.8642568344127515
4,long,b_2_39,38,50,1.377846881598511
4,long,b_2_39,38,49,1.3615261455151477
4,long,b_2_39,38,48,1.346411081307117
4,long,b_2_39,38,47,1.3323074278291984
4,long,b_2_39,38,46,1.3209439487869343
4,long,b_2_39,38,45,1.311053121356842
4,long,b_2_39,38,44,1.3028319272675908
4,long,b_2_39,38,43,1.296605427891779
4,long,b_2_39,38,42,1.292473636986008
4,long,b_2_39,38,41,1.290238681269747
4,long,b_2_39,38,40,1.2896205595745718
4,long,b_2_39,38,39,1.290465917653994
4,long,b_2_39,38,38,1.2929984132905528
4,long,b_2_39,38,37,1.2972474099944928
4,long,b_2_39,38,36,1.3028668492853106
4,long,b_2_39,38,35,1.3102549931916239
4,long,b_2_39,38,34,1.3197289181403298
4,long,b_2_39,38,33,1.3312491522528818
4,long,b_2_39,38,32,1.3451231674109738
4,long,b_2_39,38,31,1.36104518441975
4,long,b_2_39,38,30,1.3793289691704245
4,long,b_2_39,38,29,1.4002336289088233
4,long,b_2_39,38,28,1.4231645565362536
4,long,b_2_39,38,27,1.4486928390561382
4,long,b_2_39,38,26,1.4760281095799381
4,long,b_2_39,38,25,1.5054104469378429
4,long,b_2_39,38,24,1.5376116576833658
4,long,b_2_39,38,23,1.5723806569538819
4,long,b_2_39,38,22,1.6103517438667194
4,long,b_2_39,38,21,1.6511066250785147
4,long,b_2_39,38,20,1.6957529214296654
4,long,b_2_39,38,19,1.743614093533448
4,long,b_2_39,38,18,1.7948024827448243
4,long,b_2_39,38,17,1.8503960877574899
4,long,b_2_39,38,16,1.9106956917630216
4,long,b_2_39,38,15,1.9774370475992378
4,long,b_2_39,38,14,2.0481420279835976
4,long,b_2_39,38,13,2.126382319838844
4,long,b_2_39,38,12,2.2114746442745
4,long,b_2_39,38,11,2.305409957354588
4,long,b_2_39,38,10,2.410298274715211
4,long,b_2_39,38,9,2.5268660106098157
4,long,b_2_39,38,8,2.660072193390739
4,long,b_2_39,38,7,2.8147674924615727
4,long,b_2_39,38,6,2.992205550170501
4,long,b_2_39,38,5,3.206619809183156
4,long,b_2_39,38,4,3.4757695032869598
4,long,b_2_39,38,3,3.818483281987102
4,long,b_2_39,38,2,4.289583694344427
4,long,b_2_39,38,1,4.9082131222427
4,long,b_2_39,38,0,5.976565943557071
4,long,b_2_39,39,50,1.3650867991144215
4,long,b_2_39,39,49,1.350582429895953
4,long,b_2_39,39,48,1.3372769572726673
4,long,b_2_39,39,47,1.324931969803323
4,long,b_2_39,39,46,1.3154001714537766
4,long,b_2_39,39,45,1.3073360056615584
4,long,b_2_39,39,44,1.3009124945636723
4,long,b_2_39,39,43,1.2965433515971578
4,long,b_2_39,39,42,1.294277427958804
4,long,b_2_39,39,41,1.293907192523053
4,long,b_2_39,39,40,1.2951293567256859
4,long,b_2_39,39,39,1.2977998221571747
4,long,b_2_39,39,38,1.3021608020672246
4,long,b_2_39,39,37,1.308244677079226
4,long,b_2_39,39,36,1.3156740178760673
4,long,b_2_39,39,35,1.3248608564185715
4,long,b_2_39,39,34,1.3361157427476196
4,long,b_2_39,39,33,1.3494001227167047
4,long,b_2_39,39,32,1.3650246000575748
4,long,b_2_39,39,31,1.382651849376749
4,long,b_2_39,39,30,1.402606734142402
4,long,b_2_39,39,29,1.4251626308503342
4,long,b_2_39,39,28,1.449712766008404
4,long,b_2_39,39,27,1.4768161568863898
4,long,b_2_39,39,26,1.5057158671859434
4,long,b_2_39,39,25,1.5366240131482918
4,long,b_2_39,39,24,1.570337830842712
4,long,b_2_39,39,23,1.6065746954696045
4,long,b_2_39,39,22,1.646002043785137
4,long,b_2_39,39,21,1.6881863115175866
4,long,b_2_39,39,20,1.7343052321624097
4,long,b_2_39,39,19,1.7836299743629231
4,long,b_2_39,39,18,1.8362944092095204
4,long,b_2_39,39,17,1.8933532368237138
4,long,b_2_39,39,16,1.9551731275336903
4,long,b_2_39,39,15,2.023441126825347
4,long,b_2_39,39,14,2.0957299428473455
4,long,b_2_39,39,13,2.1756046184018825
4,long,b_2_39,39,12,2.2623823204243068
4,long,b_2_39,39,11,2.3581226724731312
4,long,b_2_39,39,10,2.4649582730244286
4,long,b_2_39,39,9,2.5836417906536946
4,long,b_2_39,39,8,2.7192034573831045
4,long,b_2_39,39,7,2.8765624349155754
4,long,b_2_39,39,6,3.05703131952198
4,long,b_2_39,39,5,3.275061909441298
4,long,b_2_39,39,4,3.548699577609167
4,long,b_2_39,39,3,3.897009609660623
4,long,b_2_39,39,2,4.375700193376901
4,long,b_2_39,39,1,5.004382244949331
4,long,b_2_39,39,0,6.090691140728192
4,long,b_2_39,40,50,1.3540113998306333
4,long,b_2_39,40,49,1.3413735959778204
4,long,b_2_39,40,48,1.3299275458536062
4,long,b_2_39,40,47,1.3193728675655922
4,long,b_2_39,40,46,1.3116978209977765
4,long,b_2_39,40,45,1.3054779254387723
4,long,b_2_39,40,44,1.3008553685478659
4,long,b_2_39,40,43,1.2983456787235623
4,long,b_2_39,40,42,1.2979357914559102
4,long,b_2_39,40,41,1.2994124617958658
4,long,b_2_39,40,40,1.3024483504585278
4,long,b_2_39,40,39,1.3069117561990156
4,long,b_2_39,40,38,1.3130633600742647
4,long,b_2_39,40,37,1.3209401201583522
4,long,b_2_39,40,36,1.3301322198841248
4,long,b_2_39,40,35,1.3410658260279147
4,long,b_2_39,40,34,1.354044697036973
4,long,b_2_39,40,33,1.369033860826412
4,long,b_2_39,40,32,1.3863488443808618
4,long,b_2_39,40,31,1.4056213933711363
4,long,b_2_39,40,30,1.4271879578462068
4,long,b_2_39,40,29,1.4513365935289209
4,long,b_2_39,40,28,1.4774499104520515
4,long,b_2_39,40,27,1.506073485099249
4,long,b_2_39,40,26,1.5364867978097563
4,long,b_2_39,40,25,1.5688720317251905
4,long,b_2_39,40,24,1.60405121216758
4,long,b_2_39,40,23,1.641713397920625
4,long,b_2_39,40,22,1.6825552803270547
4,long,b_2_39,40,21,1.726130563406235
4,long,b_2_39,40,20,1.7736847500297004
4,long,b_2_39,40,19,1.8244411494777988
4,long,b_2_39,40,18,1.8785559501217663
4,long,b_2_39,40,17,1.937055974729661
4,long,b_2_39,40,16,2.000376633831242
4,long,b_2_39,40,15,2.0701576439367226
4,long,b_2_39,40,14,2.1440196376573186
4,long,b_2_39,40,13,2.2255251498970856
4,long,b_2_39,40,12,2.3139941269028403
4,long,b_2_39,40,11,2.4115499799901268
4,long,b_2_39,40,10,2.520350516221444
4,long,b_2_39,40,9,2.641173496314223
4,long,b_2_39,40,8,2.7791232324912127
4,long,b_2_39,40,7,2.939191977709144
4,long,b_2_39,40,6,3.1227522103363152
4,long,b_2_39,40,5,3.344491529832795
4,long,b_2_39,40,4,3.6227513891563206
