group,sample,target,lb,beta,rmse
4,long,c_0_37,7,39,2.63776790959763
4,long,c_0_37,7,38,2.577217775815168
4,long,c_0_37,7,37,2.517261099092164
4,long,c_0_37,7,36,2.458045817087257
4,long,c_0_37,7,35,2.3989850635435
4,long,c_0_37,7,34,2.340808026372415
4,long,c_0_37,7,33,2.2831709177919204
4,long,c_0_37,7,32,2.2259106137022884
4,long,c_0_37,7,31,2.1695127595225716
4,long,c_0_37,7,30,2.1139614450168303
4,long,c_0_37,7,29,2.05869704806239
4,long,c_0_37,7,28,2.004124209179253
4,long,c_0_37,7,27,1.9497869353995942
4,long,c_0_37,7,26,1.8951547466131662
4,long,c_0_37,7,25,1.8415615085056134
4,long,c_0_37,7,24,1.7884910211703717
4,long,c_0_37,7,23,1.7359501019284898
4,long,c_0_37,7,22,1.684272650443515
4,long,c_0_37,7,21,1.632961081374688
4,long,c_0_37,7,20,1.5816373460555924
4,long,c_0_37,7,19,1.5314630237591784
4,long,c_0_37,7,18,1.482031889465952
4,long,c_0_37,7,17,1.434276249599595
4,long,c_0_37,7,16,1.387802973384929
4,long,c_0_37,7,15,1.3443339445654328
4,long,c_0_37,7,14,1.3023775051529307
4,long,c_0_37,7,13,1.2639838990174281
4,long,c_0_37,7,12,1.229701476508069
4,long,c_0_37,7,11,1.200820578739737
4,long,c_0_37,7,10,1.1793036946563273
4,long,c_0_37,7,9,1.16625606193494
4,long,c_0_37,7,8,1.1655643572215015
4,long,c_0_37,7,7,1.182787259062504
4,long,c_0_37,7,6,1.2210176009180855
4,long,c_0_37,7,5,1.2922301832988234
4,long,c_0_37,7,4,1.4076440225859004
4,long,c_0_37,7,3,1.5840451396452608
4,long,c_0_37,7,2,1.8547462683658218
4,long,c_0_37,7,1,2.2298904913554662
4,long,c_0_37,7,0,2.8861173738391948
4,long,c_0_37,8,50,3.1905639852278402
4,long,c_0_37,8,49,3.1194194596231286
4,long,c_0_37,8,48,3.049564086567518
4,long,c_0_37,8,47,2.9810890446742775
4,long,c_0_37,8,46,2.9141943885388732
4,long,c_0_37,8,45,2.8486097608814647
4,long,c_0_37,8,44,2.7842906512673915
4,long,c_0_37,8,43,2.7208956694415325
4,long,c_0_37,8,42,2.658706696055867
4,long,c_0_37,8,41,2.5979028513177522
4,long,c_0_37,8,40,2.537896351185332
4,long,c_0_37,8,39,2.4790200333610275
4,long,c_0_37,8,38,2.42097402813081
4,long,c_0_37,8,37,2.363490963306516
4,long,c_0_37,8,36,2.3066879444059984
4,long,c_0_37,8,35,2.2500666720466893
4,long,c_0_37,8,34,2.194300715806139
4,long,c_0_37,8,33,2.139097873949724
4,long,c_0_37,8,32,2.08425521826856
4,long,c_0_37,8,31,2.030292497909608
4,long,c_0_37,8,30,1.977216059696239
4,long,c_0_37,8,29,1.924468834524288
4,long,c_0_37,8,28,1.8724437762721908
4,long,c_0_37,8,27,1.8207907797269864
4,long,c_0_37,8,26,1.7688934242999126
4,long,c_0_37,8,25,1.718117749977529
4,long,c_0_37,8,24,1.6680118677609264
4,long,c_0_37,8,23,1.6185819194899806
4,long,c_0_37,8,22,1.5702205919762595
4,long,c_0_37,8,21,1.5224202062527397
4,long,c_0_37,8,20,1.4749019157049892
4,long,c_0_37,8,19,1.428842472321351
4,long,c_0_37,8,18,1.3838754287480572
4,long,c_0_37,8,17,1.3410762909325908
4,long,c_0_37,8,16,1.3000759357701814
4,long,c_0_37,8,15,1.2629137343135037
4,long,c_0_37,8,14,1.22785327444628
4,long,c_0_37,8,13,1.1973736854108679
4,long,c_0_37,8,12,1.1720179838073748
4,long,c_0_37,8,11,1.1533026241059752
4,long,c_0_37,8,10,1.1432227400843835
4,long,c_0_37,8,9,1.1428796701172403
4,long,c_0_37,8,8,1.1562776492594575
4,long,c_0_37,8,7,1.1887982068147858
4,long,c_0_37,8,6,1.2430348528675927
4,long,c_0_37,8,5,1.3305428419248584
4,long,c_0_37,8,4,1.4622638590921397
4,long,c_0_37,8,3,1.654263035619512
4,long,c_0_37,8,2,1.9401767077190115
4,long,c_0_37,8,1,2.3297050205945626
4,long,c_0_37,8,0,3.004383449037783
4,long,c_0_37,9,50,3.020978056696512
4,long,c_0_37,9,49,2.9526267006534272
4,long,c_0_37,9,48,2.8854920282407597
4,long,c_0_37,9,47,2.819655199785583
4,long,c_0_37,9,46,2.755378934139108
4,long,c_0_37,9,45,2.6923390485319727
4,long,c_0_37,9,44,2.6305227104059887
4,long,c_0_37,9,43,2.56960557048046
4,long,c_0_37,9,42,2.509857555493696
4,long,c_0_37,9,41,2.451454233630973
4,long,c_0_37,9,40,2.393839217961229
4,long,c_0_37,9,39,2.3373194517226135
4,long,c_0_37,9,38,2.2816106551266726
4,long,c_0_37,9,37,2.2264447697298553
4,long,c_0_37,9,36,2.171916784262052
4,long,c_0_37,9,35,2.117614160726317
4,long,c_0_37,9,34,2.0641591646707913
4,long,c_0_37,9,33,2.011286339491501
4,long,c_0_37,9,32,1.9587851942382
4,long,c_0_37,9,31,1.9072012115395796
4,long,c_0_37,9,30,1.8565575878403444
4,long,c_0_37,9,29,1.806309906452471
4,long,c_0_37,9,28,1.756828220154665
4,long,c_0_37,9,27,1.7078761683568053
4,long,c_0_37,9,26,1.6587546169922922
4,long,c_0_37,9,25,1.6108620411305237
4,long,c_0_37,9,24,1.5638124497306323
4,long,c_0_37,9,23,1.5176164819061837
4,long,c_0_37,9,22,1.4727207327520278
4,long,c_0_37,9,21,1.4286222500031105
4,long,c_0_37,9,20,1.3851420280824098
4,long,c_0_37,9,19,1.3434724950956909
4,long,c_0_37,9,18,1.3032889240638468
4,long,c_0_37,9,17,1.2658056094845673
4,long,c_0_37,9,16,1.2306736845174642
4,long,c_0_37,9,15,1.2002116568110501
4,long,c_0_37,9,14,1.1724448289006075
4,long,c_0_37,9,13,1.15023378793805
4,long,c_0_37,9,12,1.1340501891663044
4,long,c_0_37,9,11,1.1255750342400705
4,long,c_0_37,9,10,1.1267315663815474
4,long,c_0_37,9,9,1.1385219638956914
4,long,c_0_37,9,8,1.1649156548971338
4,long,c_0_37,9,7,1.211039722770153
4,long,c_0_37,9,6,1.27904278190904
4,long,c_0_37,9,5,1.3801061646958284
4,long,c_0_37,9,4,1.5250772578726788
4,long,c_0_37,9,3,1.7295737462133762
4,long,c_0_37,9,2,2.027756086200844
4,long,c_0_37,9,1,2.4292039112191417
4,long,c_0_37,9,0,3.1200903805158506
4,long,c_0_37,10,50,2.869358874644516
4,long,c_0_37,10,49,2.8035434345177093
4,long,c_0_37,10,48,2.738876962028221
4,long,c_0_37,10,47,2.6754416180527283
4,long,c_0_37,10,46,2.6135455422763463
4,long,c_0_37,10,45,2.552832289505186
4,long,c_0_37,10,44,2.493297650832873
4,long,c_0_37,10,43,2.434650828705021
4,long,c_0_37,10,42,2.3771475333549783
4,long,c_0_37,10,41,2.3209553222774315
4,long,c_0_37,10,40,2.2655509065619364
4,long,c_0_37,10,39,2.2112177763354706
4,long,c_0_37,10,38,2.157684741765216
4,long,c_0_37,10,37,2.104682416514794
4,long,c_0_37,10,36,2.0522980113203806
4,long,c_0_37,10,35,2.0001795876223585
4,long,c_0_37,10,34,1.9489176549879224
4,long,c_0_37,10,33,1.8982630005830579
4,long,c_0_37,10,32,1.848010109633572
4,long,c_0_37,10,31,1.7987223174233198
4,long,c_0_37,10,30,1.7504409640713559
4,long,c_0_37,10,29,1.7026405328998528
4,long,c_0_37,10,28,1.6556642179829864
4,long,c_0_37,10,27,1.609394003529468
4,long,c_0_37,10,26,1.5630444697892345
4,long,c_0_37,10,25,1.5180566174284957
4,long,c_0_37,10,24,1.4741054684927835
4,long,c_0_37,10,23,1.4312145834493355
4,long,c_0_37,10,22,1.3898711250128928
4,long,c_0_37,10,21,1.3495950217782007
4,long,c_0_37,10,20,1.31030487894097
4,long,c_0_37,10,19,1.2731982349037008
4,long,c_0_37,10,18,1.2379943075714765
4,long,c_0_37,10,17,1.2060392313017483
4,long,c_0_37,10,16,1.1769918867852485
4,long,c_0_37,10,15,1.1534054746540094
4,long,c_0_37,10,14,1.133071274549762
4,long,c_0_37,10,13,1.1191658029606184
4,long,c_0_37,10,12,1.112026091794122
4,long,c_0_37,10,11,1.113434883024857
4,long,c_0_37,10,10,1.1251643782578948
4,long,c_0_37,10,9,1.1480668451730975
4,long,c_0_37,10,8,1.1860061569635876
4,long,c_0_37,10,7,1.2438737841315295
4,long,c_0_37,10,6,1.3234655924626662
4,long,c_0_37,10,5,1.4356970616429048
4,long,c_0_37,10,4,1.5915121248354047
4,long,c_0_37,10,3,1.8062671064145062
4,long,c_0_37,10,2,2.114715669811208
4,long,c_0_37,10,1,2.5264767003967923
4,long,c_0_37,10,0,3.232044484558297
4,long,c_0_37,11,50,2.7314636801394827
4,long,c_0_37,11,49,2.6679741820103633
4,long,c_0_37,11,48,2.6055772353282545
4,long,c_0_37,11,47,2.544356907699432
4,long,c_0_37,11,46,2.4846536282769485
4,long,c_0_37,11,45,2.4260950717547742
4,long,c_0_37,11,44,2.3686774957918146
4,long,c_0_37,11,43,2.3121459195898346
4,long,c_0_37,11,42,2.2567357012710634
4,long,c_0_37,11,41,2.2026131589584366
4,long,c_0_37,11,40,2.1492857002476775
4,long,c_0_37,11,39,2.097013949468924
4,long,c_0_37,11,38,2.045542488385584
4,long,c_0_37,11,37,1.994595597318123
4,long,c_0_37,11,36,1.9442606348056475
4,long,c_0_37,11,35,1.894225704468808
4,long,c_0_37,11,34,1.845070697777372
4,long,c_0_37,11,33,1.7965593691187107
4,long,c_0_37,11,32,1.7484945857697505
4,long,c_0_37,11,31,1.7014555568970278
4,long,c_0_37,11,30,1.6555036157444982
4,long,c_0_37,11,29,1.6101316260069476
4,long,c_0_37,11,28,1.565662349562845
4,long,c_0_37,11,27,1.5220892684926108
4,long,c_0_37,11,26,1.4785504032181345
4,long,c_0_37,11,25,1.4365205750455223
4,long,c_0_37,11,24,1.395741375117134
4,long,c_0_37,11,23,1.3562482614231237
4,long,c_0_37,11,22,1.3185688611618518
4,long,c_0_37,11,21,1.282248697136302
4,long,c_0_37,11,20,1.2473005981507477
4,long,c_0_37,11,19,1.214925400956325
4,long,c_0_37,11,18,1.184879549461235
4,long,c_0_37,11,17,1.1586255293118954
4,long,c_0_37,11,16,1.1358150129284659
4,long,c_0_37,11,15,1.119188825369303
4,long,c_0_37,11,14,1.1063122178095084
4,long,c_0_37,11,13,1.1005950728077112
4,long,c_0_37,11,12,1.1021907403717413
4,long,c_0_37,11,11,1.1129311050660846
4,long,c_0_37,11,10,1.134414579371904
4,long,c_0_37,11,9,1.167312486564285
4,long,c_0_37,11,8,1.2153947158831093
4,long,c_0_37,11,7,1.2833558135376193
4,long,c_0_37,11,6,1.3727464672224856
4,long,c_0_37,11,5,1.4943274574946597
4,long,c_0_37,11,4,1.6592641607498246
4,long,c_0_37,11,3,1.882714055716057
4,long,c_0_37,11,2,2.2000571647081264
4,long,c_0_37,11,1,2.6210656163076886
4,long,c_0_37,11,0,3.3399888324902554
4,long,c_0_37,12,50,2.6062166332878784
4,long,c_0_37,12,49,2.544893757904398
4,long,c_0_37,12,48,2.4846227520234065
